Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1395,Jaylen Samuels,PIT,RB,17,CLE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Keith Smith,ATL,FB,17,TB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ke'Shawn Vaughn,TB,RB,17,ATL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Rico Dowdle,DAL,RB,17,NYG,0,0,0,0,0,0,0,0,0,0,0,0
1395,Patrick Ricard,BAL,FB,17,CIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Kerryon Johnson,DET,RB,17,MIN,0,0,0,0,1,0,0,0,0,0,0,0
1395,Tevin Coleman,SF,RB,17,SEA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Austin Walter,SF,RB,17,SEA,0,0,0,0,0,0,0,0,0,0,0,0
1395,D.J. Foster,ARI,RB,17,LAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Xavier Jones,LAR,RB,17,ARI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Raymond Calais,LAR,RB,17,ARI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Buddy Howell,HOU,RB,17,TEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dontrell Hilliard,HOU,RB,17,TEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Scottie Phillips,HOU,RB,17,TEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jeremy McNichols,TEN,RB,17,HOU,0,0,0,0,0,0,0,0,0,0,0,0
1395,Khari Blasingame,TEN,FB,17,HOU,0,0,0,0,0,0,0,0,0,0,0,0
1395,Darrynton Evans,TEN,RB,17,HOU,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ryan Nall,CHI,RB,17,GB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Devine Ozigbo,JAX,RB,17,IND,0,0,0,0,0,0,0,0,0,0,0,0
1395,Nathan Cottrell,JAX,RB,17,IND,0,0,0,0,0,0,0,0,0,0,0,0
1395,Joshua Kelley,LAC,RB,17,KC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Levante Bellamy,DEN,RB,17,LV,1,0,0,0,0,0,0,0,0,0,0,0
1395,Alec Ingold,LV,FB,17,DEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Alex Armah,CAR,FB,17,NO,0,0,0,0,1,0,0,0,0,0,0,0
1395,Trenton Cannon,CAR,RB,17,NO,0,0,0,0,0,0,0,0,0,0,0,0
1395,Alex Armah,CAR,FB,6,CHI,0,0,0,0,1,0,0,0,0,0,0,0
1395,Ryan Nall,CHI,RB,6,CAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Artavis Pierce,CHI,RB,6,CAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Elijhaa Penny,NYG,RB,6,WAS,0,0,0,0,0,0,0,0,0,0,0,0
1395,Wayne Gallman,NYG,RB,6,WAS,0,0,0,0,0,0,0,0,0,0,0,0
1395,Patrick Ricard,BAL,FB,6,PHI,0,0,0,0,1,0,0,0,0,0,0,0
1395,Justice Hill,BAL,RB,6,PHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Corey Clement,PHI,RB,6,BAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jason Huntley,PHI,RB,6,BAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jeremy Cox,DEN,RB,6,NE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jakob Johnson,NE,FB,6,DEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,C.J. Ham,MIN,FB,6,ATL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Andy Janovich,CLE,FB,6,PIT,0,0,0,0,0,0,0,0,0,0,0,0
1395,Derek Watt,PIT,FB,6,CLE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jaylen Samuels,PIT,RB,6,CLE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Samaje Perine,CIN,RB,6,IND,1,0,0,0,0,0,0,0,0,0,0,0
1395,C.J. Prosise,HOU,RB,6,TEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Khari Blasingame,TEN,FB,6,HOU,0,0,0,0,1,0,0,0,0,0,0,0
1395,Bruce Miller,JAX,FB,6,DET,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dare Ogunbowale,JAX,RB,6,DET,0,0,0,0,0,0,0,0,0,0,0,0
1395,Chandler Cox,MIA,FB,6,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
1395,John Lovett,GB,FB,6,TB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Cam Akers,LAR,RB,6,SF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Xavier Jones,LAR,RB,6,SF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Taiwan Jones,BUF,RB,6,KC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Reggie Gilliam,BUF,FB,6,KC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jonathan Ward,ARI,RB,6,DAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Malcolm Brown,LAR,RB,14,NE,0,0,0,0,1,0,0,0,0,0,0,0
1395,Jakob Johnson,NE,FB,14,LAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Nathan Cottrell,JAX,RB,14,TEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Senorise Perry,TEN,RB,14,JAX,0,0,0,0,0,0,0,0,0,0,0,0
1395,Khari Blasingame,TEN,FB,14,JAX,0,0,0,0,0,0,0,0,0,0,0,0
1395,Royce Freeman,DEN,RB,14,CAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ryan Nall,CHI,RB,14,HOU,0,0,0,0,0,0,0,0,0,0,0,0
1395,Scottie Phillips,HOU,RB,14,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Rico Dowdle,DAL,RB,14,CIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Anthony Sherman,KC,FB,14,MIA,0,0,0,0,1,0,0,0,0,0,0,0
1395,Darwin Thompson,KC,RB,14,MIA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jonathan Ward,ARI,RB,14,NYG,0,0,0,0,0,0,0,0,0,0,0,0
1395,Elijhaa Penny,NYG,RB,14,ARI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Kenjon Barner,TB,RB,14,MIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Michael Burton,NO,FB,14,PHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dwayne Washington,NO,RB,14,PHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Corey Clement,PHI,RB,14,NO,0,0,0,0,0,0,0,0,0,0,0,0
1395,AJ Dillon,GB,RB,14,DET,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jerick McKinnon,SF,RB,14,WAS,0,0,0,0,0,0,0,0,0,0,0,0
1395,Tevin Coleman,SF,RB,14,WAS,0,0,0,0,0,0,0,0,0,0,0,0
1395,Javon Leake,WAS,RB,14,SF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Taiwan Jones,BUF,RB,14,PIT,0,0,0,0,0,0,0,0,0,0,0,0
1395,Reggie Gilliam,BUF,FB,14,PIT,0,0,0,0,0,0,0,0,0,0,0,0
1395,Derek Watt,PIT,FB,14,BUF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Mark Ingram II,BAL,RB,14,CLE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Patrick Ricard,BAL,FB,14,CLE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Andy Janovich,CLE,FB,14,BAL,0,0,0,0,1,0,0,0,0,0,0,0
1395,D'Ernest Johnson,CLE,RB,14,BAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jake Bargas,MIN,FB,16,NO,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dwayne Washington,NO,RB,16,MIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Kenjon Barner,TB,RB,16,DET,0,0,0,0,0,0,0,0,0,0,0,0
1395,D.J. Foster,ARI,RB,16,SF,1,0,0,0,0,0,0,0,0,0,0,0
1395,Jonathan Ward,ARI,RB,16,SF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Alec Ingold,LV,FB,16,MIA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Matt Breida,MIA,RB,16,LV,0,0,0,0,0,0,0,0,0,0,0,0
1395,Patrick Laird,MIA,RB,16,LV,0,0,0,0,0,0,0,0,0,0,0,0
1395,Malcolm Perry,MIA,RB,16,LV,0,0,0,0,0,0,0,0,0,0,0,0
1395,Cordarrelle Patterson,CHI,RB,16,JAX,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ryan Nall,CHI,RB,16,JAX,2,0,0,0,0,0,0,0,0,0,0,0
1395,Bruce Miller,JAX,FB,16,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Nathan Cottrell,JAX,RB,16,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Andy Janovich,CLE,FB,16,NYJ,0,0,0,0,1,0,0,0,0,0,0,0
1395,D'Ernest Johnson,CLE,RB,16,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
1395,Josh Adams,NYJ,RB,16,CLE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Buddy Howell,HOU,RB,16,CIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dontrell Hilliard,HOU,RB,16,CIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Scottie Phillips,HOU,RB,16,CIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jordan Wilkins,IND,RB,16,PIT,0,0,0,0,0,0,0,0,0,0,0,0
1395,Derek Watt,PIT,FB,16,IND,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jaylen Samuels,PIT,RB,16,IND,0,0,0,0,0,0,0,0,0,0,0,0
1395,Benny Snell Jr.,PIT,RB,16,IND,6,0,0,0,0,0,0,0,0,0,0,0
1395,Anthony Sherman,KC,FB,16,ATL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Darwin Thompson,KC,RB,16,ATL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Patrick Ricard,BAL,FB,16,NYG,0,0,0,0,0,0,0,0,0,0,0,0
1395,Justice Hill,BAL,RB,16,NYG,0,0,0,0,0,0,0,0,0,0,0,0
1395,Gabe Nabers,LAC,FB,16,DEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Trenton Cannon,CAR,RB,16,WAS,0,0,0,0,0,0,0,0,0,0,0,0
1395,Rico Dowdle,DAL,RB,16,PHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Sewo Olonilua,DAL,FB,16,PHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Corey Clement,PHI,RB,16,DAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Xavier Jones,LAR,RB,16,SEA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dexter Williams,GB,RB,16,TEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Khari Blasingame,TEN,FB,16,GB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Taiwan Jones,BUF,RB,16,NE,0,0,0,0,1,0,0,0,0,0,0,0
1395,Jakob Johnson,NE,FB,16,BUF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Keith Smith,ATL,FB,8,CAR,0,0,0,0,1,0,0,0,0,0,0,0
1395,Alex Armah,CAR,FB,8,ATL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Trenton Cannon,CAR,RB,8,ATL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Xavier Jones,LAR,RB,8,MIA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Patrick Laird,MIA,RB,8,LAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Andy Janovich,CLE,FB,8,LV,0,0,0,0,1,0,0,0,0,0,0,0
1395,Dontrell Hilliard,CLE,RB,8,LV,0,0,0,0,0,0,0,0,0,0,0,0
1395,Taiwan Jones,BUF,RB,8,NE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Reggie Gilliam,BUF,FB,8,NE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jakob Johnson,NE,FB,8,BUF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Trayveon Williams,CIN,RB,8,TEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Patrick Ricard,BAL,FB,8,PIT,0,0,0,0,0,0,0,0,0,0,0,0
1395,Justice Hill,BAL,RB,8,PIT,0,0,0,0,0,0,0,0,0,0,0,0
1395,Trey Edmunds,PIT,RB,8,BAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jaylen Samuels,PIT,RB,8,BAL,0,0,0,0,2,0,0,0,0,0,0,0
1395,Benny Snell Jr.,PIT,RB,8,BAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jason Cabinda,DET,FB,8,IND,0,0,0,0,0,0,0,0,0,0,0,0
1395,John Lovett,GB,FB,8,MIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ameer Abdullah,MIN,RB,8,GB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Mike Boone,MIN,RB,8,GB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Royce Freeman,DEN,RB,8,LAC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jeremy Cox,DEN,RB,8,LAC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dwayne Washington,NO,RB,8,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Rico Dowdle,DAL,RB,8,PHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jason Huntley,PHI,RB,8,DAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ke'Shawn Vaughn,TB,RB,8,NYG,0,0,0,0,0,0,0,0,0,0,0,0
1395,Gabe Nabers,LAC,FB,15,LV,0,0,0,0,1,0,0,0,0,0,0,0
1395,Taiwan Jones,BUF,RB,15,DEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Reggie Gilliam,BUF,FB,15,DEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Trenton Cannon,CAR,RB,15,GB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jordan Wilkins,IND,RB,15,HOU,0,0,0,0,0,0,0,0,0,0,0,0
1395,Kerryon Johnson,DET,RB,15,TEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jason Cabinda,DET,FB,15,TEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Senorise Perry,TEN,RB,15,DET,0,0,0,0,0,0,0,0,0,0,0,0
1395,Khari Blasingame,TEN,FB,15,DET,0,0,0,0,0,0,0,0,0,0,0,0
1395,Nathan Cottrell,JAX,RB,15,BAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Kenjon Barner,TB,RB,15,ATL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ryan Nall,CHI,RB,15,MIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ameer Abdullah,MIN,RB,15,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,C.J. Ham,MIN,FB,15,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Mike Boone,MIN,RB,15,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jakob Johnson,NE,FB,15,MIA,0,0,0,0,1,0,0,0,0,0,0,0
1395,DeeJay Dallas,SEA,RB,15,WAS,0,0,0,0,0,0,0,0,0,0,0,0
1395,Mike Warren II,WAS,RB,15,SEA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Sewo Olonilua,DAL,FB,15,SF,0,0,0,0,0,0,0,0,0,0,0,0
1395,D.J. Foster,ARI,RB,15,PHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jonathan Ward,ARI,RB,15,PHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Corey Clement,PHI,RB,15,ARI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Josh Adams,NYJ,RB,15,LAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Anthony Sherman,KC,FB,15,NO,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dwayne Washington,NO,RB,15,KC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Andy Janovich,CLE,FB,15,NYG,0,0,0,0,0,0,0,0,0,0,0,0
1395,Derek Watt,PIT,FB,15,CIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Elijhaa Penny,NYG,RB,7,PHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dexter Williams,GB,RB,7,HOU,0,0,0,0,0,0,0,0,0,0,0,0
1395,John Lovett,GB,FB,7,HOU,0,0,0,0,0,0,0,0,0,0,0,0
1395,C.J. Prosise,HOU,RB,7,GB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Buddy Howell,HOU,RB,7,GB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Rico Dowdle,DAL,RB,7,WAS,0,0,0,0,0,0,0,0,0,0,0,0
1395,Taiwan Jones,BUF,RB,7,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ty Johnson,NYJ,RB,7,BUF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Michael Burton,NO,FB,7,CAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dwayne Washington,NO,RB,7,CAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Trey Edmunds,PIT,RB,7,TEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Khari Blasingame,TEN,FB,7,PIT,0,0,0,0,0,0,0,0,0,0,0,0
1395,Trayveon Williams,CIN,RB,7,CLE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Andy Janovich,CLE,FB,7,CIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dontrell Hilliard,CLE,RB,7,CIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Keith Smith,ATL,FB,7,DET,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ito Smith,ATL,RB,7,DET,0,0,0,0,1,0,0,0,0,0,0,0
1395,Kerryon Johnson,DET,RB,7,ATL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ke'Shawn Vaughn,TB,RB,7,LV,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jeremy Cox,DEN,RB,7,KC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Bruce Miller,JAX,FB,7,LAC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dare Ogunbowale,JAX,RB,7,LAC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Devine Ozigbo,JAX,RB,7,LAC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Gabe Nabers,LAC,FB,7,JAX,0,0,0,0,1,0,0,0,0,0,0,0
1395,Jonathan Ward,ARI,RB,7,SEA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ryan Nall,CHI,RB,7,LAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Cam Akers,LAR,RB,7,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Raymond Calais,LAR,RB,7,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,D.J. Foster,ARI,RB,11,SEA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jonathan Ward,ARI,RB,11,SEA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dare Ogunbowale,JAX,RB,11,PIT,0,0,0,0,2,0,0,0,0,0,0,0
1395,Derek Watt,PIT,FB,11,JAX,0,0,0,0,0,0,0,0,0,0,0,0
1395,Justice Hill,BAL,RB,11,TEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Senorise Perry,TEN,RB,11,BAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Khari Blasingame,TEN,FB,11,BAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Johnny Stanton IV,CLE,FB,11,PHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,D'Ernest Johnson,CLE,RB,11,PHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Elijah Holyfield,PHI,RB,11,CLE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Buddy Howell,HOU,RB,11,NE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Scottie Phillips,HOU,RB,11,NE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jakob Johnson,NE,FB,11,HOU,0,0,0,0,0,0,0,0,0,0,0,0
1395,Michael Burton,NO,FB,11,ATL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Trayveon Williams,CIN,RB,11,WAS,0,0,0,0,0,0,0,0,0,0,0,0
1395,Alex Armah,CAR,FB,11,DET,0,0,0,0,1,0,0,0,0,0,0,0
1395,Trenton Cannon,CAR,RB,11,DET,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jonathan Williams,DET,RB,11,CAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jason Cabinda,DET,FB,11,CAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Nathan Cottrell,JAX,RB,11,PIT,0,0,0,0,0,0,0,0,0,0,0,0
1395,Royce Freeman,DEN,RB,11,MIA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jeremy Cox,DEN,RB,11,MIA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Gabe Nabers,LAC,FB,11,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
1395,Rico Dowdle,DAL,RB,11,MIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ameer Abdullah,MIN,RB,11,DAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,C.J. Ham,MIN,FB,11,DAL,0,0,0,0,1,0,0,0,0,0,0,0
1395,Mike Boone,MIN,RB,11,DAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Anthony Sherman,KC,FB,11,LV,0,0,0,0,0,0,0,0,0,0,0,0
1395,Darwin Thompson,KC,RB,11,LV,0,0,0,0,0,0,0,0,0,0,0,0
1395,Xavier Jones,LAR,RB,11,TB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Kenjon Barner,TB,RB,11,LAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Austin Walter,SF,RB,9,GB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Patrick Ricard,BAL,FB,9,IND,0,0,0,0,0,0,0,0,0,0,0,0
1395,Justice Hill,BAL,RB,9,IND,0,0,0,0,0,0,0,0,0,0,0,0
1395,Reggie Gilliam,BUF,FB,9,SEA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jonathan Williams,DET,RB,9,MIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,C.J. Ham,MIN,FB,9,DET,0,0,0,0,0,0,0,0,0,0,0,0
1395,Mike Boone,MIN,RB,9,DET,0,0,0,0,0,0,0,0,0,0,0,0
1395,Qadree Ollison,ATL,RB,9,DEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Royce Freeman,DEN,RB,9,ATL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jeremy Cox,DEN,RB,9,ATL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Buddy Howell,HOU,RB,9,JAX,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dare Ogunbowale,JAX,RB,9,HOU,0,0,0,0,0,0,0,0,0,0,0,0
1395,Alex Armah,CAR,FB,9,KC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Trenton Cannon,CAR,RB,9,KC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Anthony Sherman,KC,FB,9,CAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Darwin Thompson,KC,RB,9,CAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Artavis Pierce,CHI,RB,9,TEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Khari Blasingame,TEN,FB,9,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Peyton Barber,WAS,RB,9,NYG,0,0,0,0,0,0,0,0,0,0,0,0
1395,Justin Jackson,LAC,RB,9,LV,0,0,0,0,0,0,0,0,0,0,0,0
1395,Rico Dowdle,DAL,RB,9,PIT,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jaylen Samuels,PIT,RB,9,DAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jonathan Ward,ARI,RB,9,MIA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Chandler Cox,MIA,FB,9,ARI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Malcolm Perry,MIA,RB,9,ARI,0,0,0,0,1,0,0,0,0,0,0,0
1395,Ty Johnson,NYJ,RB,9,NE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Adrian Killins,PHI,RB,4,SF,1,-12,-12,0,1,1,2,0,0,0,0,0
1898,J.J. Taylor,NE,RB,2,SEA,1,-1,-1,0,0,0,0,0,0,0,-0.1,-0.1
1898,Trenton Cannon,CAR,RB,5,ATL,2,-1,-0.5,0,0,0,0,0,0,0,-0.1,-0.1
1898,Artavis Pierce,CHI,RB,17,GB,1,-1,-1,0,0,0,0,0,0,0,-0.1,-0.1
1898,Jordan Wilkins,IND,RB,6,CIN,1,-1,-1,0,1,0,0,0,0,0,-0.1,-0.1
1898,Jerick McKinnon,SF,RB,7,NE,3,-1,-0.3,0,0,0,0,0,0,0,-0.1,-0.1
1898,Patrick Laird,MIA,RB,12,NYJ,1,9,9,0,0,0,0,0,1,1,-0.1,-0.1
1904,Trenton Cannon,CAR,RB,14,DEN,1,-2,-2,0,0,0,0,0,0,0,-0.2,-0.2
1905,Ke'Shawn Vaughn,TB,RB,14,MIN,1,-3,-3,0,0,0,0,0,0,0,-0.3,-0.3
1906,Theo Riddick,LV,RB,15,LAC,1,-5,-5,0,0,0,0,0,0,0,-0.5,-0.5
1907,Tevin Coleman,SF,RB,13,BUF,2,-11,-5.5,0,0,0,0,0,0,0,-1.1,-1.1
