Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1088,D'Ernest Johnson,CLE,RB,8,LV,2,6,3,0,1,1,5,0,0,0,2.1,2.1
1088,Elijhaa Penny,NYG,RB,8,TB,0,0,0,0,1,1,11,0,0,0,2.1,2.1
1088,Elijhaa Penny,NYG,RB,15,CLE,1,2,2,0,1,1,9,0,0,0,2.1,2.1
1088,Alec Ingold,LV,FB,11,KC,0,0,0,0,3,1,11,0,0,0,2.1,2.1
1088,Dion Lewis,NYG,RB,5,DAL,0,0,0,0,4,2,1,0,0,0,2.1,2.1
1101,Jeremy McNichols,TEN,RB,12,IND,8,20,2.5,0,1,0,0,0,0,0,2,2
1101,Phillip Lindsay,DEN,RB,12,NO,9,20,2.2,0,0,0,0,0,0,0,2,2
1101,Ito Smith,ATL,RB,2,DAL,5,20,4,0,0,0,0,0,0,0,2,2
1101,Royce Freeman,DEN,RB,2,PIT,3,20,6.7,0,0,0,0,0,0,0,2,2
1101,Mark Ingram II,BAL,RB,6,PHI,5,20,4,0,0,0,0,0,0,0,2,2
1101,Tevin Coleman,SF,RB,8,SEA,3,20,6.7,0,0,0,0,0,0,0,2,2
1101,Ryan Nall,CHI,RB,12,GB,0,0,0,0,1,1,10,0,0,0,2,2
1101,Dion Lewis,NYG,RB,3,SF,1,0,0,0,3,1,10,0,0,0,2,2
1101,Devin Singletary,BUF,RB,10,ARI,4,15,3.8,0,3,1,-5,0,0,0,2,2
1101,Dion Lewis,NYG,RB,6,WAS,0,0,0,0,1,1,10,0,0,0,2,2
1101,Peyton Barber,WAS,RB,6,NYG,4,6,1.5,0,1,1,4,0,0,0,2,2
1101,Malcolm Brown,LAR,RB,15,NYJ,1,4,4,0,1,1,6,0,0,0,2,2
1113,Darrell Henderson Jr.,LAR,RB,12,SF,10,19,1.9,0,1,0,0,0,0,0,1.9,1.9
1113,Sony Michel,NE,RB,2,SEA,7,19,2.7,0,1,0,0,0,0,0,1.9,1.9
1113,Malcolm Brown,LAR,RB,3,BUF,7,19,2.7,0,2,0,0,0,0,0,1.9,1.9
1113,Travis Homer,SEA,RB,3,DAL,2,19,9.5,0,1,0,0,0,0,0,1.9,1.9
1113,Jordan Howard,PHI,RB,13,GB,4,19,4.8,0,0,0,0,0,0,0,1.9,1.9
1113,Patrick Laird,MIA,RB,10,LAC,2,19,9.5,0,0,0,0,0,0,0,1.9,1.9
1113,Benny Snell Jr.,PIT,RB,5,PHI,7,19,2.7,0,0,0,0,0,0,0,1.9,1.9
1113,Mike Boone,MIN,RB,5,SEA,2,19,9.5,0,0,0,0,0,0,0,1.9,1.9
1113,Giovani Bernard,CIN,RB,4,JAX,2,19,9.5,0,0,0,0,0,0,0,1.9,1.9
1113,Rashaad Penny,SEA,RB,17,SF,6,19,3.2,0,0,0,0,0,0,0,1.9,1.9
1113,Tony Pollard,DAL,RB,2,ATL,2,6,3,0,1,1,3,0,0,0,1.9,1.9
1113,Theo Riddick,LV,RB,13,NYJ,3,6,2,0,1,1,3,0,0,0,1.9,1.9
1113,Gabe Nabers,LAC,FB,10,MIA,0,0,0,0,1,1,9,0,0,0,1.9,1.9
1113,Gabe Nabers,LAC,FB,4,TB,1,4,4,0,1,1,5,0,0,0,1.9,1.9
1113,Cordarrelle Patterson,CHI,RB,6,CAR,1,1,1,0,1,1,8,0,0,0,1.9,1.9
1113,Jeremy McNichols,TEN,RB,14,JAX,11,9,0.8,0,1,1,0,0,0,0,1.9,1.9
1113,Alex Armah,CAR,FB,15,GB,0,0,0,0,1,1,9,0,0,0,1.9,1.9
1113,Michael Burton,NO,FB,15,KC,0,0,0,0,1,1,9,0,0,0,1.9,1.9
1113,D.J. Foster,ARI,RB,9,MIA,1,2,2,0,1,1,7,0,0,0,1.9,1.9
1132,Rodney Smith,CAR,RB,12,MIN,7,18,2.6,0,1,0,0,0,0,0,1.8,1.8
1132,T.J. Yeldon,BUF,RB,3,LAR,3,18,6,0,0,0,0,0,0,0,1.8,1.8
1132,Brian Hill,ATL,RB,13,NO,5,18,3.6,0,0,0,0,0,0,0,1.8,1.8
1132,Cordarrelle Patterson,CHI,RB,17,GB,4,18,4.5,0,0,0,0,0,0,0,1.8,1.8
1132,James Conner,PIT,RB,14,BUF,10,18,1.8,0,0,0,0,0,1,0,1.8,1.8
1132,AJ Dillon,GB,RB,15,CAR,1,18,18,0,0,0,0,0,0,0,1.8,1.8
1132,Brian Hill,ATL,RB,11,NO,4,18,4.5,0,0,0,0,0,0,0,1.8,1.8
1132,Adrian Peterson,DET,RB,11,CAR,7,18,2.6,0,1,0,0,0,0,0,1.8,1.8
1132,Malcolm Perry,MIA,RB,12,NYJ,0,0,0,0,1,1,8,0,0,0,1.8,1.8
1132,C.J. Ham,MIN,FB,10,CHI,0,0,0,0,1,1,8,0,0,0,1.8,1.8
1132,Tyler Ervin,GB,RB,4,ATL,0,0,0,0,2,1,8,0,0,0,1.8,1.8
1132,Corey Clement,PHI,RB,17,WAS,1,1,1,0,1,1,7,0,0,0,1.8,1.8
1132,Ameer Abdullah,MIN,RB,6,ATL,2,7,3.5,0,1,1,1,0,0,0,1.8,1.8
1132,Anthony McFarland Jr.,PIT,RB,6,CLE,3,2,0.7,0,1,1,6,0,0,0,1.8,1.8
1132,Kyle Juszczyk,SF,FB,6,LAR,0,0,0,0,2,1,8,0,0,0,1.8,1.8
1132,Justice Hill,BAL,RB,15,JAX,0,0,0,0,1,1,8,0,0,0,1.8,1.8
1132,Patrick Laird,MIA,RB,11,DEN,0,0,0,0,2,1,8,0,0,0,1.8,1.8
1149,La'Mical Perine,NYJ,RB,2,SF,3,17,5.7,0,0,0,0,0,0,0,1.7,1.7
1149,AJ Dillon,GB,RB,2,DET,5,17,3.4,0,0,0,0,0,0,0,1.7,1.7
1149,Gus Edwards,BAL,RB,1,CLE,4,17,4.2,0,0,0,0,0,0,0,1.7,1.7
1149,Anthony McFarland Jr.,PIT,RB,17,CLE,5,17,3.4,0,1,0,0,0,0,0,1.7,1.7
1149,Darwin Thompson,KC,RB,6,BUF,3,17,5.7,0,0,0,0,0,0,0,1.7,1.7
1149,Boston Scott,PHI,RB,16,DAL,2,17,8.5,0,0,0,0,0,1,0,1.7,1.7
1149,Kyle Juszczyk,SF,FB,3,NYG,0,0,0,0,1,1,7,0,0,0,1.7,1.7
1149,Patrick Ricard,BAL,FB,5,CIN,0,0,0,0,2,1,7,0,0,0,1.7,1.7
1149,Michael Burton,NO,FB,4,DET,1,4,4,0,1,1,3,0,0,0,1.7,1.7
1149,LeSean McCoy,TB,RB,6,GB,4,1,0.2,0,1,1,6,0,0,0,1.7,1.7
1149,Jordan Wilkins,IND,RB,14,LV,1,3,3,0,2,1,4,0,0,0,1.7,1.7
1149,Latavius Murray,NO,RB,14,PHI,4,13,3.2,0,1,1,-6,0,0,0,1.7,1.7
1149,Craig Reynolds,JAX,RB,16,CHI,1,4,4,0,1,1,3,0,0,0,1.7,1.7
1149,Tyler Ervin,GB,RB,8,MIN,0,0,0,0,3,1,7,0,0,0,1.7,1.7
1149,Jalen Richard,LV,RB,15,LAC,0,0,0,0,1,1,7,0,0,0,1.7,1.7
1149,Cordarrelle Patterson,CHI,RB,15,MIN,1,3,3,0,1,1,4,0,0,0,1.7,1.7
1149,Boston Scott,PHI,RB,15,ARI,0,0,0,0,1,1,7,0,0,0,1.7,1.7
1149,DeAndre Washington,KC,RB,7,DEN,3,5,1.7,0,1,1,2,0,0,0,1.7,1.7
1167,Reggie Bonnafon,CAR,RB,3,LAC,2,16,8,0,0,0,0,0,0,0,1.6,1.6
1167,Devontae Booker,LV,RB,17,DEN,5,16,3.2,0,0,0,0,0,0,0,1.6,1.6
1167,Ty Johnson,NYJ,RB,14,SEA,8,16,2,0,0,0,0,0,0,0,1.6,1.6
1167,David Johnson,HOU,RB,9,JAX,2,16,8,0,1,0,0,0,0,0,1.6,1.6
1167,Jakob Johnson,NE,FB,3,LV,0,0,0,0,1,1,6,0,0,0,1.6,1.6
1167,Chandler Cox,MIA,FB,5,SF,0,0,0,0,1,1,6,0,0,0,1.6,1.6
1167,LeSean McCoy,TB,RB,4,LAC,1,3,3,0,1,1,3,0,0,0,1.6,1.6
1167,Jerick McKinnon,SF,RB,17,SEA,0,0,0,0,1,1,6,0,0,0,1.6,1.6
1167,Jeremy McNichols,TEN,RB,16,GB,0,0,0,0,1,1,6,0,0,0,1.6,1.6
1167,Samaje Perine,CIN,RB,7,CLE,1,3,3,0,1,1,3,0,0,0,1.6,1.6
1167,Alec Ingold,LV,FB,9,LAC,0,0,0,0,1,1,6,0,0,0,1.6,1.6
1178,Anthony McFarland Jr.,PIT,RB,13,WAS,4,15,3.8,0,1,0,0,0,0,0,1.5,1.5
1178,La'Mical Perine,NYJ,RB,4,DEN,5,15,3,0,0,0,0,0,0,0,1.5,1.5
1178,Dion Lewis,NYG,RB,16,BAL,1,15,15,0,0,0,0,0,0,0,1.5,1.5
1178,Devontae Booker,LV,RB,12,ATL,5,6,1.2,0,4,1,-1,0,0,0,1.5,1.5
1178,Devontae Booker,LV,RB,2,NO,3,-1,-0.3,0,1,1,6,0,0,0,1.5,1.5
1178,Jeremy McNichols,TEN,RB,3,MIN,0,0,0,0,1,1,5,0,0,0,1.5,1.5
1178,D'Ernest Johnson,CLE,RB,13,TEN,0,0,0,0,1,1,5,0,0,0,1.5,1.5
1178,Dare Ogunbowale,JAX,RB,10,GB,0,0,0,0,2,1,5,0,0,0,1.5,1.5
1178,Cordarrelle Patterson,CHI,RB,4,IND,3,5,1.7,0,2,1,0,0,0,0,1.5,1.5
1178,Khari Blasingame,TEN,FB,1,DEN,0,0,0,0,1,1,5,0,0,0,1.5,1.5
1178,Gabe Nabers,LAC,FB,17,KC,0,0,0,0,1,1,5,0,0,0,1.5,1.5
1178,Jason Huntley,PHI,RB,17,WAS,2,5,2.5,0,1,1,0,0,0,0,1.5,1.5
1178,Mike Boone,MIN,RB,6,ATL,1,-1,-1,0,1,1,6,0,0,0,1.5,1.5
1178,Malcolm Perry,MIA,RB,14,KC,0,0,0,0,2,1,5,0,0,0,1.5,1.5
1178,LeSean McCoy,TB,RB,16,DET,0,0,0,0,1,1,5,0,0,0,1.5,1.5
1178,Malcolm Perry,MIA,RB,8,LAR,1,-5,-5,0,1,1,10,0,0,0,1.5,1.5
1178,Khari Blasingame,TEN,FB,8,CIN,0,0,0,0,1,1,5,0,0,0,1.5,1.5
1178,Jeremy McNichols,TEN,RB,15,DET,0,0,0,0,1,1,5,0,0,0,1.5,1.5
1178,Patrick Ricard,BAL,FB,11,TEN,0,0,0,0,1,1,5,0,0,0,1.5,1.5
1178,Alex Armah,CAR,FB,10,TB,0,0,0,0,2,2,-5,0,0,0,1.5,1.5
1178,Ke'Shawn Vaughn,TB,RB,5,CHI,0,0,0,0,3,2,5,0,1,1,1.5,1.5
1199,Antonio Gibson,WAS,RB,13,PIT,2,14,7,0,0,0,0,0,0,0,1.4,1.4
1199,Travis Homer,SEA,RB,5,MIN,3,14,4.7,0,0,0,0,0,0,0,1.4,1.4
1199,Duke Johnson,HOU,RB,1,KC,5,14,2.8,0,1,0,0,0,0,0,1.4,1.4
1199,AJ Dillon,GB,RB,1,MIN,2,14,7,0,0,0,0,0,0,0,1.4,1.4
1199,Kerryon Johnson,DET,RB,1,CHI,7,14,2,0,0,0,0,0,0,0,1.4,1.4
1199,Rex Burkhead,NE,RB,6,DEN,5,14,2.8,0,0,0,0,0,0,0,1.4,1.4
1199,Benny Snell Jr.,PIT,RB,14,BUF,3,14,4.7,0,0,0,0,0,0,0,1.4,1.4
1199,Samaje Perine,CIN,RB,15,PIT,4,14,3.5,0,0,0,0,0,0,0,1.4,1.4
1199,Jason Cabinda,DET,FB,9,MIN,0,0,0,0,1,1,4,0,0,0,1.4,1.4
1199,Ty Johnson,NYJ,RB,12,MIA,2,3,1.5,0,2,1,1,0,0,0,1.4,1.4
1199,Jaylen Samuels,PIT,RB,2,DEN,0,0,0,0,2,1,4,0,0,0,1.4,1.4
1199,Tyler Ervin,GB,RB,2,DET,0,0,0,0,1,1,4,0,0,0,1.4,1.4
1199,Nyheim Hines,IND,RB,2,MIN,0,0,0,0,1,1,4,0,0,0,1.4,1.4
1199,Justice Hill,BAL,RB,13,DAL,0,0,0,0,1,1,4,0,0,0,1.4,1.4
1199,Giovani Bernard,CIN,RB,5,BAL,0,0,0,0,2,1,4,0,0,0,1.4,1.4
1199,Jason Cabinda,DET,FB,4,NO,0,0,0,0,1,1,4,0,0,0,1.4,1.4
1199,Keith Smith,ATL,FB,4,GB,0,0,0,0,1,1,4,0,0,0,1.4,1.4
1199,Kyle Juszczyk,SF,FB,17,SEA,1,0,0,0,2,1,4,0,0,0,1.4,1.4
1199,Devine Ozigbo,JAX,RB,16,CHI,1,1,1,0,1,1,3,0,0,0,1.4,1.4
1199,Devine Ozigbo,JAX,RB,15,BAL,0,0,0,0,1,1,4,0,0,0,1.4,1.4
1199,Keith Smith,ATL,FB,11,NO,0,0,0,0,1,1,4,0,0,0,1.4,1.4
1199,Kyle Juszczyk,SF,FB,9,GB,0,0,0,0,1,1,4,0,0,0,1.4,1.4
1221,Cam Akers,LAR,RB,2,PHI,3,13,4.3,0,0,0,0,0,0,0,1.3,1.3
1221,Cordarrelle Patterson,CHI,RB,3,ATL,4,13,3.2,0,0,0,0,0,0,0,1.3,1.3
1221,Theo Riddick,LV,RB,4,BUF,2,13,6.5,0,0,0,0,0,0,0,1.3,1.3
1221,Tony Jones Jr.,NO,RB,17,CAR,3,13,4.3,0,0,0,0,0,0,0,1.3,1.3
1221,Rico Dowdle,DAL,RB,6,ARI,3,13,4.3,0,0,0,0,0,0,0,1.3,1.3
1221,Ameer Abdullah,MIN,RB,16,NO,1,13,13,0,1,0,0,0,0,0,1.3,1.3
1221,Ty Johnson,NYJ,RB,16,CLE,2,13,6.5,0,0,0,0,0,0,0,1.3,1.3
1221,Matt Breida,MIA,RB,8,LAR,4,13,3.2,0,0,0,0,0,0,0,1.3,1.3
1221,Jason Huntley,PHI,RB,7,NYG,2,13,6.5,0,1,0,0,0,0,0,1.3,1.3
1221,Keith Smith,ATL,FB,2,DAL,1,2,2,0,2,1,1,0,0,0,1.3,1.3
1221,Keith Smith,ATL,FB,3,CHI,0,0,0,0,1,1,3,0,0,0,1.3,1.3
1221,Tyler Ervin,GB,RB,10,JAX,1,0,0,0,1,1,3,0,0,0,1.3,1.3
1221,Justice Hill,BAL,RB,10,NE,0,0,0,0,1,1,3,0,0,0,1.3,1.3
1221,Chandler Cox,MIA,FB,4,SEA,0,0,0,0,1,1,3,0,0,0,1.3,1.3
1221,Jaylen Samuels,PIT,RB,1,NYG,1,2,2,0,1,1,1,0,0,0,1.3,1.3
1221,Keith Smith,ATL,FB,6,MIN,0,0,0,0,1,1,3,0,0,0,1.3,1.3
1221,Tevin Coleman,SF,RB,16,ARI,2,3,1.5,0,1,1,0,0,0,0,1.3,1.3
1221,Salvon Ahmed,MIA,RB,16,LV,6,2,0.3,0,1,1,1,0,0,0,1.3,1.3
1221,Darrell Henderson Jr.,LAR,RB,15,NYJ,1,-2,-2,0,1,1,5,0,0,0,1.3,1.3
1221,Dion Lewis,NYG,RB,7,PHI,3,23,7.7,0,0,0,0,0,1,1,1.3,1.3
1221,James White,NE,RB,7,SF,0,0,0,0,1,1,3,0,0,0,1.3,1.3
1221,Le'Veon Bell,KC,RB,9,CAR,4,8,2,0,1,1,-5,0,0,0,1.3,1.3
1221,Darrel Williams,KC,RB,9,CAR,0,0,0,0,1,1,3,0,0,0,1.3,1.3
1244,Benny Snell Jr.,PIT,RB,10,CIN,3,12,4,0,0,0,0,0,0,0,1.2,1.2
1244,Darrynton Evans,TEN,RB,5,BUF,2,12,6,0,0,0,0,0,0,0,1.2,1.2
1244,Alfred Morris,NYG,RB,17,DAL,5,12,2.4,0,1,0,0,0,0,0,1.2,1.2
1244,Devontae Booker,LV,RB,15,LAC,3,12,4,0,0,0,0,0,0,0,1.2,1.2
1244,Samaje Perine,CIN,RB,12,NYG,0,0,0,0,1,1,2,0,0,0,1.2,1.2
1244,Ryan Nall,CHI,RB,2,NYG,0,0,0,0,1,1,2,0,0,0,1.2,1.2
1244,Alec Ingold,LV,FB,13,NYJ,0,0,0,0,1,1,2,0,0,0,1.2,1.2
1244,Patrick Ricard,BAL,FB,10,NE,0,0,0,0,1,1,2,0,0,0,1.2,1.2
1244,Bruce Miller,JAX,FB,1,IND,0,0,0,0,1,1,2,0,0,0,1.2,1.2
1244,LeSean McCoy,TB,RB,1,NO,0,0,0,0,1,1,2,0,0,0,1.2,1.2
1244,Darrel Williams,KC,RB,17,LAC,0,0,0,0,1,1,2,0,0,0,1.2,1.2
1244,Patrick Laird,MIA,RB,6,NYJ,0,0,0,0,1,1,2,0,0,0,1.2,1.2
1244,Ryan Nall,CHI,RB,8,NO,0,0,0,0,1,1,2,0,0,0,1.2,1.2
1244,Jeremy McNichols,TEN,RB,11,BAL,0,0,0,0,1,1,2,0,0,0,1.2,1.2
1258,Benny Snell Jr.,PIT,RB,3,HOU,7,11,1.6,0,0,0,0,0,0,0,1.1,1.1
1258,Rico Dowdle,DAL,RB,15,SF,4,11,2.8,0,0,0,0,0,0,0,1.1,1.1
1258,Tevin Coleman,SF,RB,15,DAL,3,11,3.7,0,0,0,0,0,0,0,1.1,1.1
1258,AJ Dillon,GB,RB,7,HOU,5,11,2.2,0,0,0,0,0,0,0,1.1,1.1
1258,D'Onta Foreman,TEN,RB,9,CHI,5,11,2.2,0,0,0,0,0,0,0,1.1,1.1
1258,Troymaine Pope,LAC,RB,12,BUF,1,-1,-1,0,1,1,2,0,0,0,1.1,1.1
1258,Jakob Johnson,NE,FB,13,LAC,0,0,0,0,1,1,1,0,0,0,1.1,1.1
1258,Keith Smith,ATL,FB,14,LAC,1,3,3,0,2,1,-2,0,0,0,1.1,1.1
1258,Jakob Johnson,NE,FB,7,SF,0,0,0,0,1,1,1,0,1,0,1.1,1.1
1267,C.J. Ham,MIN,FB,12,CAR,1,10,10,0,0,0,0,0,0,0,1,1
1267,Devonta Freeman,NYG,RB,3,SF,5,10,2,0,0,0,0,0,0,0,1,1
1267,Benny Snell Jr.,PIT,RB,17,CLE,3,10,3.3,0,0,0,0,0,0,0,1,1
1267,Peyton Barber,WAS,RB,17,PHI,4,10,2.5,0,0,0,0,0,0,0,1,1
1267,Zack Moss,BUF,RB,6,KC,5,10,2,0,0,0,0,0,0,0,1,1
1267,Adrian Peterson,DET,RB,16,TB,4,10,2.5,0,0,0,0,0,0,0,1,1
1267,Peyton Barber,WAS,RB,16,CAR,1,10,10,0,0,0,0,0,0,0,1,1
1267,Travis Homer,SEA,RB,7,ARI,3,10,3.3,0,0,0,0,0,0,0,1,1
1267,Jeremy McNichols,TEN,RB,9,CHI,2,10,5,0,0,0,0,0,0,0,1,1
1267,Andy Janovich,CLE,FB,2,CIN,0,0,0,0,1,1,0,0,0,0,1,1
1267,Alex Armah,CAR,FB,14,DEN,0,0,0,0,1,1,0,0,0,0,1,1
1267,Alec Ingold,LV,FB,14,IND,0,0,0,0,1,1,0,0,0,0,1,1
1279,Senorise Perry,TEN,RB,2,JAX,2,9,4.5,0,0,0,0,0,0,0,0.9,0.9
1279,Darrynton Evans,TEN,RB,3,MIN,3,9,3,0,0,0,0,0,0,0,0.9,0.9
1279,Boston Scott,PHI,RB,13,GB,2,9,4.5,0,2,0,0,0,0,0,0.9,0.9
1279,Artavis Pierce,CHI,RB,10,MIN,3,9,3,0,0,0,0,0,0,0,0.9,0.9
1279,Rashaad Penny,SEA,RB,16,LAR,3,9,3,0,0,0,0,0,0,0,0.9,0.9
1279,Dwayne Washington,NO,RB,9,TB,5,9,1.8,0,0,0,0,0,0,0,0.9,0.9
1279,Jordan Howard,MIA,RB,4,SEA,2,2,1,0,1,1,-3,0,1,0,0.9,0.9
1279,J.D. McKissic,WAS,RB,1,PHI,3,-2,-0.7,0,5,1,1,0,0,0,0.9,0.9
1287,Alfred Morris,NYG,RB,12,CIN,4,8,2,0,0,0,0,0,0,0,0.8,0.8
1287,Cordarrelle Patterson,CHI,RB,12,GB,2,8,4,0,0,0,0,0,0,0,0.8,0.8
1287,Corey Clement,PHI,RB,3,CIN,3,8,2.7,0,0,0,0,0,0,0,0.8,0.8
1287,Elijhaa Penny,NYG,RB,13,SEA,2,8,4,0,0,0,0,0,0,0,0.8,0.8
1287,Jordan Howard,PHI,RB,16,DAL,3,8,2.7,0,0,0,0,0,0,0,0.8,0.8
1287,Alexander Mattison,MIN,RB,8,GB,3,8,2.7,0,0,0,0,0,0,0,0.8,0.8
1287,Joshua Kelley,LAC,RB,15,LV,2,8,4,0,0,0,0,0,0,0,0.8,0.8
1287,Trayveon Williams,CIN,RB,15,PIT,2,8,4,0,0,0,0,0,0,0,0.8,0.8
1287,Devonta Freeman,NYG,RB,7,PHI,3,8,2.7,0,1,0,0,0,0,0,0.8,0.8
1287,Dexter Williams,GB,RB,9,SF,2,8,4,0,0,0,0,0,0,0,0.8,0.8
1287,C.J. Prosise,HOU,RB,10,CLE,0,0,0,0,1,1,-2,0,0,0,0.8,0.8
1287,Patrick Ricard,BAL,FB,1,CLE,1,-1,-1,0,1,1,9,0,1,1,0.8,0.8
1299,Jeremy McNichols,TEN,RB,2,JAX,2,7,3.5,0,0,0,0,0,0,0,0.7,0.7
1299,Samaje Perine,CIN,RB,13,MIA,3,7,2.3,0,0,0,0,0,0,0,0.7,0.7
1299,Dare Ogunbowale,JAX,RB,13,MIN,2,7,3.5,0,2,0,0,0,0,0,0.7,0.7
1299,Dion Lewis,NYG,RB,17,DAL,1,7,7,0,1,0,0,0,0,0,0.7,0.7
1299,Giovani Bernard,CIN,RB,17,BAL,3,7,2.3,0,1,0,0,0,0,0,0.7,0.7
1299,Alfred Morris,NYG,RB,14,ARI,3,7,2.3,0,0,0,0,0,0,0,0.7,0.7
1299,DeeJay Dallas,SEA,RB,14,NYJ,4,7,1.8,0,0,0,0,0,0,0,0.7,0.7
1299,Trenton Cannon,CAR,RB,7,NO,1,7,7,0,0,0,0,0,0,0,0.7,0.7
1307,Alexander Mattison,MIN,RB,12,CAR,2,6,3,0,0,0,0,0,0,0,0.6,0.6
1307,Dwayne Washington,NO,RB,12,DEN,3,6,2,0,0,0,0,0,0,0,0.6,0.6
1307,Corey Clement,PHI,RB,12,SEA,1,6,6,0,0,0,0,0,0,0,0.6,0.6
1307,Peyton Barber,WAS,RB,3,CLE,3,6,2,0,0,0,0,0,0,0,0.6,0.6
1307,Dion Lewis,NYG,RB,13,SEA,3,6,2,0,0,0,0,0,0,0,0.6,0.6
1307,Ito Smith,ATL,RB,5,CAR,2,6,3,0,0,0,0,0,0,0,0.6,0.6
1307,Anthony McFarland Jr.,PIT,RB,5,PHI,3,6,2,0,0,0,0,0,0,0,0.6,0.6
1307,Darrell Henderson Jr.,LAR,RB,1,DAL,3,6,2,0,0,0,0,0,0,0,0.6,0.6
1307,Anthony Sherman,KC,FB,17,LAC,1,6,6,0,0,0,0,0,0,0,0.6,0.6
1307,Trayveon Williams,CIN,RB,16,HOU,2,6,3,0,0,0,0,0,0,0,0.6,0.6
1307,Rashaad Penny,SEA,RB,15,WAS,2,6,3,0,0,0,0,0,0,0,0.6,0.6
1307,Anthony McFarland Jr.,PIT,RB,7,TEN,1,6,6,0,1,0,0,0,0,0,0.6,0.6
1307,Troymaine Pope,LAC,RB,7,JAX,1,6,6,0,0,0,0,0,0,0,0.6,0.6
1307,Gus Edwards,BAL,RB,11,TEN,3,6,2,0,0,0,0,0,0,0,0.6,0.6
1307,Alexander Mattison,MIN,RB,11,DAL,1,6,6,0,0,0,0,0,0,0,0.6,0.6
1307,John Lovett,GB,FB,9,SF,3,6,2,0,0,0,0,0,0,0,0.6,0.6
1323,Boston Scott,PHI,RB,3,CIN,3,5,1.7,0,1,0,0,0,0,0,0.5,0.5
1323,Kyle Juszczyk,SF,FB,10,NO,1,5,5,0,1,0,0,0,0,0,0.5,0.5
1323,Peyton Barber,WAS,RB,4,BAL,3,5,1.7,0,1,0,0,0,0,0,0.5,0.5
1323,D'Ernest Johnson,CLE,RB,1,BAL,1,5,5,0,0,0,0,0,0,0,0.5,0.5
1323,Darrell Henderson Jr.,LAR,RB,14,NE,2,5,2.5,0,0,0,0,0,0,0,0.5,0.5
1323,Darrel Williams,KC,RB,15,NO,3,5,1.7,0,0,0,0,0,0,0,0.5,0.5
1323,Jaylen Samuels,PIT,RB,7,TEN,1,5,5,0,0,0,0,0,0,0,0.5,0.5
1323,Ito Smith,ATL,RB,11,NO,1,5,5,0,0,0,0,0,0,0,0.5,0.5
1323,Alex Collins,SEA,RB,9,BUF,2,5,2.5,0,0,0,0,0,0,0,0.5,0.5
1323,Tony Pollard,DAL,RB,3,SEA,0,0,0,0,1,1,-5,0,0,0,0.5,0.5
1333,Tony Brooks-James,ATL,RB,12,LV,3,4,1.3,0,0,0,0,0,0,0,0.4,0.4
1333,C.J. Ham,MIN,FB,2,IND,1,4,4,0,0,0,0,0,0,0,0.4,0.4
1333,Matt Breida,MIA,RB,3,JAX,3,4,1.3,0,0,0,0,0,0,0,0.4,0.4
1333,Alexander Mattison,MIN,RB,10,CHI,2,4,2,0,0,0,0,0,0,0,0.4,0.4
1333,Andy Janovich,CLE,FB,5,IND,2,4,2,0,0,0,0,0,0,0,0.4,0.4
1333,Justin Jackson,LAC,RB,1,CIN,2,4,2,0,0,0,0,0,0,0,0.4,0.4
1333,Justice Hill,BAL,RB,14,CLE,1,4,4,0,0,0,0,0,0,0,0.4,0.4
1333,Justin Jackson,LAC,RB,16,DEN,2,4,2,0,0,0,0,0,0,0,0.4,0.4
1333,Travis Homer,SEA,RB,8,SF,1,4,4,0,0,0,0,0,0,0,0.4,0.4
1333,Royce Freeman,DEN,RB,15,BUF,1,4,4,0,0,0,0,0,0,0,0.4,0.4
1333,Ke'Shawn Vaughn,TB,RB,15,ATL,2,4,2,0,1,0,0,0,0,0,0.4,0.4
1333,Malcolm Perry,MIA,RB,15,NE,1,4,4,0,0,0,0,0,0,0,0.4,0.4
1333,Matt Breida,MIA,RB,11,DEN,2,4,2,0,0,0,0,0,0,0,0.4,0.4
1346,Jeff Wilson Jr.,SF,RB,2,NYJ,2,3,1.5,0,0,0,0,0,0,0,0.3,0.3
1346,Kerryon Johnson,DET,RB,10,WAS,1,3,3,0,0,0,0,0,0,0,0.3,0.3
1346,Boston Scott,PHI,RB,5,PIT,1,3,3,0,0,0,0,0,0,0,0.3,0.3
1346,Elijhaa Penny,NYG,RB,5,DAL,1,3,3,0,0,0,0,0,0,0,0.3,0.3
1346,Corey Clement,PHI,RB,4,SF,2,3,1.5,0,0,0,0,0,0,0,0.3,0.3
1346,AJ Dillon,GB,RB,4,ATL,1,3,3,0,0,0,0,0,0,0,0.3,0.3
1346,AJ Dillon,GB,RB,17,CHI,1,3,3,0,0,0,0,0,0,0,0.3,0.3
1346,Gabe Nabers,LAC,FB,14,ATL,1,3,3,0,0,0,0,0,0,0,0.3,0.3
1346,Alex Armah,CAR,FB,16,WAS,1,3,3,0,0,0,0,0,0,0,0.3,0.3
1346,Darrynton Evans,TEN,RB,16,GB,1,3,3,0,2,0,0,0,0,0,0.3,0.3
1346,Qadree Ollison,ATL,RB,8,CAR,1,3,3,0,0,0,0,0,0,0,0.3,0.3
1346,Alec Ingold,LV,FB,8,CLE,1,3,3,0,0,0,0,0,0,0,0.3,0.3
