name,team,pos,wk,opp,ATT,YDS,AVG,TD,TGTS,REC,YDS,TD,FUM,LST,FPTS/G,FPTS
 Rachaad WhiteF • 35 - 7 @ SF,TB,RB,14,SF,13,56,4.3,0,5,5,21,0,1,1,11.7,11.7
 Caleb HuntleyF • 23 - 20 vs. CLE,ATL,RB,4,CLE,10,56,5.6,1,0,0,0,0,0,0,11.6,11.6
 Jamaal WilliamsF • 25 - 28 vs. BUF,DET,RB,12,BUF,18,66,3.7,1,0,0,0,0,1,1,11.6,11.6
 Kenneth GainwellF • 40 - 33 vs. GB,PHI,RB,12,GB,8,39,4.9,1,1,1,7,0,0,0,11.6,11.6
 Deon JacksonF/OT • 39 - 36 @ MIN,IND,RB,15,MIN,13,55,4.2,0,1,1,1,1,1,1,11.6,11.6
 Miles SandersF • 24 - 7 vs. MIN,PHI,RB,2,MIN,17,80,4.7,0,3,3,6,0,0,0,11.6,11.6
 Mike BooneF/OT • 9 - 12 vs. IND,DEN,RB,5,IND,7,38,5.4,0,3,3,47,0,0,0,11.5,11.5
 Boston ScottF • 22 - 16 vs. NYG,PHI,RB,18,NYG,9,54,6,1,0,0,0,0,0,0,11.4,11.4
 Alexander MattisonF • 28 - 24 vs. DET,MIN,RB,3,DET,7,28,4,1,1,1,16,0,0,0,11.4,11.4
 Tyler AllgeierF • 23 - 20 vs. CLE,ATL,RB,4,CLE,10,84,8.4,0,1,1,20,0,0,0,11.4,11.4
 Leonard FournetteF • 23 - 34 vs. CIN,TB,RB,15,CIN,10,44,4.4,0,4,4,30,0,0,0,11.4,11.4
 James ConnerF • 21 - 31 vs. SEA,ARI,RB,9,SEA,7,45,6.4,0,5,5,19,0,0,0,11.4,11.4
 David MontgomeryF • 13 - 35 vs. BUF,CHI,RB,16,BUF,16,62,3.9,0,4,4,22,0,1,1,11.4,11.4
 Nyheim HinesF/OT • 20 - 20 @ HOU,IND,RB,1,HOU,3,4,1.3,0,6,6,50,0,1,0,11.4,11.4
 Khalil HerbertF • 19 - 10 vs. SF,CHI,RB,1,SF,9,45,5,1,1,1,-2,0,0,0,11.3,11.3
 Damien HarrisF • 10 - 3 vs. NYJ,NE,RB,11,NYJ,8,65,8.1,0,2,2,28,0,0,0,11.3,11.3
 Joe MixonF • 20 - 17 @ DAL,CIN,RB,2,DAL,19,57,3,0,4,3,26,0,0,0,11.3,11.3
 Nick ChubbF • 10 - 17 vs. NO,CLE,RB,16,NO,24,92,3.8,0,1,1,10,0,0,0,11.2,11.2
 Kenneth GainwellF • 35 - 38 @ DET,PHI,RB,1,DET,5,20,4,1,4,2,12,0,0,0,11.2,11.2
 Kareem HuntF • 32 - 13 vs. CIN,CLE,RB,8,CIN,11,42,3.8,0,4,4,30,0,0,0,11.2,11.2
 Austin EkelerF • 24 - 19 vs. LV,LAC,RB,1,LV,14,36,2.6,0,4,4,36,0,0,0,11.2,11.2
 Latavius MurrayF • 27 - 24 @ KC,DEN,RB,17,KC,12,56,4.7,0,6,4,16,0,0,0,11.2,11.2
 Dare OgunbowaleF • 38 - 20 @ LV,HOU,RB,7,LV,1,8,8,0,7,5,54,0,0,0,11.2,11.2
 Devin SingletaryF • 10 - 24 @ NE,BUF,RB,13,NE,13,51,3.9,1,2,0,0,0,0,0,11.1,11.1
 Cam AkersF • 12 - 20 @ ARI,LAR,RB,3,ARI,12,61,5.1,1,0,0,0,0,1,1,11.1,11.1
 Khalil HerbertF • 20 - 12 @ NYG,CHI,RB,4,NYG,19,77,4.1,0,1,1,24,0,0,0,11.1,11.1
 Breece HallF • 9 - 24 vs. BAL,NYJ,RB,1,BAL,6,23,3.8,0,9,6,38,0,1,1,11.1,11.1
 Tyler AllgeierF • 35 - 17 @ CIN,ATL,RB,7,CIN,16,50,3.1,1,0,0,0,0,0,0,11,11
 Antonio GibsonF • 8 - 24 vs. PHI,WAS,RB,3,PHI,12,38,3.2,1,1,1,2,0,0,0,11,11
 Jeff Wilson Jr.F • 20 - 26 vs. GB,MIA,RB,16,GB,9,37,4.1,1,2,1,3,0,0,0,11,11
 Najee HarrisF • 16 - 10 @ MIA,PIT,RB,7,MIA,17,65,3.8,0,4,3,15,0,0,0,11,11
 Melvin Gordon IIIF • 17 - 10 @ TEN,DEN,RB,10,TEN,7,24,3.4,0,6,4,46,0,0,0,11,11
 Leonard FournetteF • 16 - 13 vs. LAR,TB,RB,9,LAR,9,19,2.1,0,7,5,41,0,0,0,11,11
 Matt BreidaF • 22 - 16 @ PHI,NYG,RB,18,PHI,4,28,7,0,8,7,12,0,0,0,11,11
 Najee HarrisF • 17 - 24 @ IND,PIT,RB,12,IND,10,35,3.5,1,1,1,4,0,0,0,10.9,10.9
 Raheem MostertF • 38 - 42 @ BAL,MIA,RB,2,BAL,11,51,4.6,0,3,3,28,0,0,0,10.9,10.9
 Latavius MurrayF • 23 - 10 @ CAR,DEN,RB,12,CAR,13,92,7.1,0,1,1,6,0,0,0,10.8,10.8
 Brandon BoldenF • 24 - 19 @ LAC,LV,RB,1,LAC,3,7,2.3,0,2,2,21,1,0,0,10.8,10.8
 Darrell Henderson Jr.F • 31 - 27 vs. ATL,LAR,RB,2,ATL,10,47,4.7,1,0,0,0,0,0,0,10.7,10.7
 Boston ScottF • 22 - 48 @ NYG,PHI,RB,14,NYG,6,33,5.5,1,1,1,4,0,0,0,10.7,10.7
 James ConnerF • 16 - 26 @ CAR,ARI,RB,4,CAR,15,55,3.7,0,3,3,22,0,0,0,10.7,10.7
 Jaylen WarrenF • 20 - 10 vs. NO,PIT,RB,10,NO,9,37,4.1,0,3,3,40,0,0,0,10.7,10.7
 Dalvin CookF • 27 - 24 vs. NYG,MIN,RB,16,NYG,14,64,4.6,0,4,3,13,0,0,0,10.7,10.7
 Brian Robinson Jr.F • 23 - 21 vs. GB,WAS,RB,7,GB,20,73,3.6,0,2,2,13,0,0,0,10.6,10.6
 Dalvin CookF • 25 - 28 @ NO,MIN,RB,4,NO,20,76,3.8,0,2,2,10,0,0,0,10.6,10.6
 Najee HarrisF/OT • 20 - 23 @ CIN,PIT,RB,1,CIN,10,23,2.3,0,2,2,3,1,0,0,10.6,10.6
 Aaron JonesF • 23 - 7 @ MIN,GB,RB,1,MIN,5,49,9.8,0,5,3,27,0,0,0,10.6,10.6
 Jeff Wilson Jr.F • 23 - 21 @ NE,MIA,RB,17,NE,15,45,3,0,7,3,31,0,0,0,10.6,10.6
 Leonard FournetteF • 35 - 7 @ SF,TB,RB,14,SF,4,13,3.2,0,7,6,33,0,0,0,10.6,10.6
 Ronald JonesF • 13 - 31 @ LV,KC,RB,18,LV,10,45,4.5,1,0,0,0,0,0,0,10.5,10.5
 Dontrell HilliardF • 10 - 17 @ HOU,TEN,RB,8,HOU,8,83,10.4,0,1,1,12,0,0,0,10.5,10.5
 Travis Etienne Jr.F • 10 - 38 @ LAC,JAX,RB,3,LAC,13,45,3.5,0,3,3,30,0,0,0,10.5,10.5
 Jaylen WarrenF • 35 - 13 @ PHI,PIT,RB,8,PHI,6,50,8.3,0,3,3,25,0,0,0,10.5,10.5
 Chase EdmondsF • 20 - 7 vs. NE,MIA,RB,1,NE,12,25,2.1,0,4,4,40,0,0,0,10.5,10.5
 Joe MixonF • 23 - 34 @ TB,CIN,RB,15,TB,11,21,1.9,0,6,5,33,0,0,0,10.4,10.4
 Jerick McKinnonF/OT • 20 - 17 vs. TEN,KC,RB,9,TEN,3,4,1.3,0,8,6,40,0,0,0,10.4,10.4
 Salvon AhmedF • 32 - 29 @ BUF,MIA,RB,15,BUF,6,43,7.2,1,0,0,0,0,0,0,10.3,10.3
 Latavius MurrayF • 9 - 16 vs. NYJ,DEN,RB,7,NYJ,8,24,3,1,3,2,-1,0,0,0,10.3,10.3
 Cam AkersF • 17 - 16 vs. LV,LAR,RB,14,LV,12,42,3.5,1,1,1,1,0,1,1,10.3,10.3
 Travis Etienne Jr.F • 27 - 17 @ KC,JAX,RB,10,KC,11,45,4.1,0,3,3,28,0,0,0,10.3,10.3
 Chase EdmondsF • 27 - 24 @ KC,DEN,RB,17,KC,7,34,4.9,0,3,3,39,0,0,0,10.3,10.3
 D'Andre SwiftF • 25 - 28 vs. BUF,DET,RB,12,BUF,5,19,3.8,0,8,4,24,0,0,0,10.3,10.3
 Jaylen WarrenF • 38 - 3 @ BUF,PIT,RB,5,BUF,5,24,4.8,0,5,4,39,0,0,0,10.3,10.3
 Gus EdwardsF • 28 - 27 @ JAX,BAL,RB,12,JAX,16,52,3.2,1,1,0,0,0,1,1,10.2,10.2
 Najee HarrisF • 16 - 19 @ ATL,PIT,RB,13,ATL,17,86,5.1,0,1,1,6,0,0,0,10.2,10.2
 Darrell Henderson Jr.F • 17 - 27 vs. ARI,LAR,RB,10,ARI,6,21,3.5,1,1,1,11,0,0,0,10.2,10.2
 Kyle JuszczykF • 33 - 17 vs. MIA,SF,FB,13,MIA,1,0,0,0,3,3,12,1,0,0,10.2,10.2
 DeeJay DallasF • 24 - 10 @ KC,SEA,RB,16,KC,2,10,5,0,6,6,32,0,0,0,10.2,10.2
 Jamaal WilliamsF • 15 - 9 vs. GB,DET,RB,9,GB,24,81,3.4,0,0,0,0,0,0,0,10.1,10.1
 AJ DillonF • 41 - 17 vs. MIN,GB,RB,17,MIN,12,41,3.4,1,1,0,0,0,0,0,10.1,10.1
 Justin JacksonF • 34 - 23 vs. MIN,DET,RB,14,MIN,4,19,4.8,1,1,1,12,0,0,0,10.1,10.1
 Joshua KelleyF • 17 - 14 vs. TEN,LAC,RB,15,TEN,10,24,2.4,1,2,1,7,0,0,0,10.1,10.1
 Raheem MostertF • 27 - 15 @ CIN,MIA,RB,4,CIN,15,69,4.6,0,3,2,12,0,0,0,10.1,10.1
 Ezekiel ElliottF • 25 - 10 vs. WAS,DAL,RB,4,WAS,19,49,2.6,0,2,2,32,0,0,0,10.1,10.1
 Avery WilliamsF • 21 - 15 @ TB,ATL,RB,5,TB,3,11,3.7,1,2,2,10,0,0,0,10.1,10.1
 Cordarrelle PattersonF • 19 - 13 @ WAS,ATL,RB,12,WAS,11,52,4.7,0,5,3,19,0,0,0,10.1,10.1
 Michael CarterF • 17 - 22 vs. NE,NYJ,RB,8,NE,7,26,3.7,0,7,4,35,0,0,0,10.1,10.1
 Latavius MurrayF • 10 - 9 @ BAL,DEN,RB,13,BAL,17,47,2.8,0,4,4,14,0,0,0,10.1,10.1
 Ty JohnsonF • 27 - 22 @ MIN,NYJ,RB,13,MIN,1,3,3,0,7,6,38,0,0,0,10.1,10.1
 Alexander MattisonF • 34 - 26 vs. ARI,MIN,RB,8,ARI,5,40,8,1,0,0,0,0,0,0,10,10
 Isiah PachecoF • 24 - 10 vs. SEA,KC,RB,16,SEA,14,58,4.1,0,2,1,32,0,0,0,10,10
 Chase EdmondsF • 27 - 15 @ CIN,MIA,RB,4,CIN,5,6,1.2,0,3,2,14,1,0,0,10,10
 Aaron JonesF • 22 - 27 vs. NYG,GB,RB,5,NYG,13,63,4.8,0,3,2,17,0,0,0,10,10
 Devin SingletaryF • 32 - 29 vs. MIA,BUF,RB,15,MIA,13,42,3.2,0,4,3,28,0,0,0,10,10
 Michael CarterF • 30 - 31 @ CLE,NYJ,RB,2,CLE,7,23,3.3,0,5,5,27,0,0,0,10,10
 Aaron JonesF • 19 - 28 @ CHI,GB,RB,13,CHI,9,26,2.9,0,5,5,24,0,0,0,10,10
 Michael CarterF • 3 - 19 vs. JAX,NYJ,RB,16,JAX,2,6,3,0,5,5,44,0,0,0,10,10
 Austin EkelerF • 31 - 28 @ DEN,LAC,RB,18,DEN,11,34,3.1,0,4,4,36,0,1,1,10,10
 J.D. McKissicF • 8 - 24 vs. PHI,WAS,RB,3,PHI,3,8,2.7,0,9,6,32,0,0,0,10,10
 Najee HarrisF • 20 - 10 vs. NO,PIT,RB,10,NO,20,99,5,0,1,0,0,0,1,0,9.9,9.9
 Nick ChubbF • 13 - 3 vs. BAL,CLE,RB,15,BAL,21,99,4.7,0,2,0,0,0,0,0,9.9,9.9
 Gus EdwardsF • 17 - 9 vs. ATL,BAL,RB,16,ATL,11,99,9,0,0,0,0,0,0,0,9.9,9.9
 Matt BreidaF • 18 - 31 vs. DET,NYG,RB,11,DET,3,13,4.3,1,1,1,16,0,0,0,9.9,9.9
 Cordarrelle PattersonF • 30 - 17 vs. TB,ATL,RB,18,TB,5,18,3.6,1,3,2,1,0,0,0,9.9,9.9
 Mark Ingram IIF • 17 - 16 @ TB,NO,RB,13,TB,7,27,3.9,0,5,5,22,0,0,0,9.9,9.9
 Cordarrelle PattersonF • 23 - 20 vs. CLE,ATL,RB,4,CLE,9,38,4.2,1,0,0,0,0,0,0,9.8,9.8
 Elijah MitchellF • 22 - 16 vs. LAC,SF,RB,10,LAC,18,89,4.9,0,2,1,-1,0,0,0,9.8,9.8
 Alexander MattisonF • 27 - 22 vs. NYJ,MIN,RB,13,NYJ,3,14,4.7,1,2,2,4,0,0,0,9.8,9.8
 Kenneth GainwellF • 40 - 34 @ DAL,PHI,RB,16,DAL,4,17,4.2,0,4,4,41,0,0,0,9.8,9.8
 Rachaad WhiteF • 30 - 24 vs. CAR,TB,RB,17,CAR,11,22,2,0,5,5,26,0,0,0,9.8,9.8
 Ezekiel ElliottF • 13 - 27 @ TEN,DAL,RB,17,TEN,19,37,1.9,1,0,0,0,0,0,0,9.7,9.7
 Reggie GilliamF • 41 - 7 vs. TEN,BUF,FB,2,TEN,0,0,0,0,3,2,17,1,0,0,9.7,9.7
 Isiah PachecoF/OT • 24 - 30 @ HOU,KC,RB,15,HOU,15,86,5.7,0,1,1,11,0,1,1,9.7,9.7
 Nick ChubbF • 31 - 23 @ BUF,CLE,RB,11,BUF,14,19,1.4,0,3,3,48,0,0,0,9.7,9.7
 Chuba HubbardF • 16 - 24 vs. PIT,CAR,RB,15,PIT,4,10,2.5,0,3,3,57,0,0,0,9.7,9.7
 Jerick McKinnonF • 27 - 24 vs. LAC,KC,RB,2,LAC,4,12,3,0,2,2,4,1,0,0,9.6,9.6
 Dalvin CookF • 34 - 23 @ DET,MIN,RB,14,DET,15,23,1.5,1,2,1,13,0,1,1,9.6,9.6
 Dalvin CookF • 33 - 26 vs. NE,MIN,RB,12,NE,22,42,1.9,0,5,4,14,0,0,0,9.6,9.6
 Samaje PerineF • 19 - 17 @ BAL,CIN,RB,5,BAL,3,17,5.7,0,4,4,39,0,0,0,9.6,9.6
 Jamaal WilliamsF • 40 - 14 vs. JAX,DET,RB,13,JAX,11,35,3.2,1,0,0,0,0,0,0,9.5,9.5
 Javonte Williams OF • 16 - 9 vs. HOU,DEN,RB,2,HOU,15,75,5,0,4,1,10,0,0,0,9.5,9.5
 Eno BenjaminF • 19 - 9 @ SEA,ARI,RB,6,SEA,15,37,2.5,0,3,3,28,0,0,0,9.5,9.5
 Chuba HubbardF • 30 - 24 @ TB,CAR,RB,17,TB,3,12,4,0,3,3,53,0,1,0,9.5,9.5
 David MontgomeryF • 49 - 29 @ DAL,CHI,RB,8,DAL,15,53,3.5,0,3,3,22,0,1,1,9.5,9.5
 AJ DillonF/OT • 27 - 24 vs. NE,GB,RB,4,NE,17,73,4.3,0,2,1,11,0,0,0,9.4,9.4
 Samaje PerineF • 23 - 10 vs. CLE,CIN,RB,14,CLE,4,22,5.5,1,5,1,2,0,0,0,9.4,9.4
 Tyler BadieF • 31 - 28 vs. LAC,DEN,RB,18,LAC,1,0,0,0,1,1,24,1,0,0,9.4,9.4
 Kareem HuntF • 30 - 31 vs. NYJ,CLE,RB,2,NYJ,13,58,4.5,0,2,2,16,0,0,0,9.4,9.4
 Leonard FournetteF • 10 - 20 @ NO,TB,RB,2,NO,24,65,2.7,0,4,2,9,0,0,0,9.4,9.4
 Michael CarterF • 9 - 16 @ DEN,NYJ,RB,7,DEN,13,29,2.2,0,2,2,45,0,0,0,9.4,9.4
 Kareem HuntF • 14 - 27 @ HOU,CLE,RB,13,HOU,9,56,6.2,0,3,2,18,0,1,0,9.4,9.4
 Jeff Wilson Jr.F • 11 - 6 vs. NYJ,MIA,RB,18,NYJ,16,72,4.5,0,2,2,2,0,0,0,9.4,9.4
 J.K. DobbinsF • 13 - 16 vs. PIT,BAL,RB,17,PIT,17,93,5.5,0,0,0,0,0,0,0,9.3,9.3
 Devin SingletaryF • 27 - 17 vs. GB,BUF,RB,8,GB,14,67,4.8,0,2,1,16,0,0,0,9.3,9.3
 Antonio GibsonF • 25 - 10 @ DAL,WAS,RB,4,DAL,13,49,3.8,0,3,3,14,0,0,0,9.3,9.3
 Nyheim HinesF • 19 - 10 @ TEN,IND,RB,7,TEN,4,2,0.5,0,5,5,41,0,0,0,9.3,9.3
 Clyde Edwards-HelaireF • 23 - 44 @ SF,KC,RB,7,SF,6,32,5.3,1,1,0,0,0,0,0,9.2,9.2
 Jerick McKinnonF • 30 - 29 vs. LV,KC,RB,5,LV,8,53,6.6,0,3,2,19,0,0,0,9.2,9.2
 Joe MixonF • 30 - 37 @ PIT,CIN,RB,11,PIT,7,20,2.9,0,3,3,42,0,0,0,9.2,9.2
 Alvin KamaraF • 13 - 27 vs. BAL,NO,RB,9,BAL,9,30,3.3,0,4,3,32,0,0,0,9.2,9.2
 AJ DillonF • 10 - 27 vs. NYJ,GB,RB,6,NYJ,10,41,4.1,0,6,4,11,0,0,0,9.2,9.2
 Caleb HuntleyF/OT • 37 - 34 vs. CAR,ATL,RB,8,CAR,16,91,5.7,0,0,0,0,0,1,0,9.1,9.1
 James CookF • 38 - 3 vs. PIT,BUF,RB,5,PIT,4,31,7.8,1,0,0,0,0,0,0,9.1,9.1
 Josh JacobsF/OT • 23 - 29 vs. ARI,LV,RB,2,ARI,19,69,3.6,0,1,1,12,0,0,0,9.1,9.1
 Kareem HuntF • 29 - 17 vs. PIT,CLE,RB,3,PIT,12,47,3.9,0,4,3,14,0,0,0,9.1,9.1
 Eno BenjaminF • 21 - 44 vs. KC,ARI,RB,1,KC,4,28,7,0,4,3,33,0,0,0,9.1,9.1
 Devin SingletaryF • 25 - 28 @ DET,BUF,RB,12,DET,14,72,5.1,0,1,1,8,0,0,0,9,9
 Dare OgunbowaleF • 30 - 15 @ MIA,HOU,RB,12,MIA,4,14,3.5,1,2,1,6,0,0,0,9,9
 David MontgomeryF • 7 - 12 vs. WAS,CHI,RB,6,WAS,15,67,4.5,0,1,1,13,0,0,0,9,9
 Alvin KamaraF • 10 - 20 @ PHI,NO,RB,17,PHI,16,73,4.6,0,1,1,7,0,0,0,9,9
 Javonte Williams OF • 11 - 10 vs. SF,DEN,RB,3,SF,15,58,3.9,0,5,3,2,0,0,0,9,9
 Kyren WilliamsF • 26 - 10 @ KC,LAR,RB,12,KC,11,35,3.2,0,3,3,25,0,0,0,9,9
 Alvin KamaraF • 13 - 0 @ SF,NO,RB,12,SF,7,13,1.9,0,7,6,37,0,2,2,9,9
 Malik DavisF • 54 - 19 vs. IND,DAL,RB,13,IND,3,29,9.7,1,0,0,0,0,0,0,8.9,8.9
 Christian McCaffreyF • 13 - 0 vs. NO,SF,RB,12,NO,11,32,2.9,0,6,4,17,0,0,0,8.9,8.9
 Alexander MattisonF • 25 - 28 @ NO,MIN,RB,4,NO,3,3,1,0,1,1,15,1,0,0,8.8,8.8
 Dontrell HilliardF • 17 - 27 @ GB,TEN,RB,11,GB,1,4,4,0,1,1,14,1,0,0,8.8,8.8
 Kareem HuntF • 23 - 20 @ ATL,CLE,RB,4,ATL,10,49,4.9,0,3,2,19,0,0,0,8.8,8.8
 Zander HorvathF • 24 - 19 vs. LV,LAC,FB,1,LV,1,2,2,0,2,2,6,1,0,0,8.8,8.8
 Devin SingletaryF • 20 - 17 @ NYJ,BUF,RB,9,NYJ,8,24,3,0,5,4,24,0,0,0,8.8,8.8
 Aaron JonesF • 16 - 20 vs. DET,GB,RB,18,DET,12,48,4,0,4,3,20,0,1,1,8.8,8.8
 Dare OgunbowaleF • 31 - 32 @ IND,HOU,RB,18,IND,11,33,3,0,6,5,5,0,0,0,8.8,8.8
 Brian Robinson Jr.F • 10 - 24 vs. CLE,WAS,RB,17,CLE,24,87,3.6,0,1,0,0,0,0,0,8.7,8.7
 Dameon PierceF • 16 - 9 @ DEN,HOU,RB,2,DEN,15,69,4.6,0,1,1,8,0,0,0,8.7,8.7
 Kenneth GainwellF • 29 - 21 vs. JAX,PHI,RB,4,JAX,5,19,3.8,1,2,1,-2,0,0,0,8.7,8.7
 Justin JacksonF • 18 - 31 @ NYG,DET,RB,11,NYG,9,66,7.3,0,1,1,11,0,1,0,8.7,8.7
 Justin JacksonF • 45 - 48 vs. SEA,DET,RB,4,SEA,2,3,1.5,0,2,2,4,1,0,0,8.7,8.7
 Rashaad PennyF • 17 - 16 vs. DEN,SEA,RB,1,DEN,12,60,5,0,3,2,7,0,1,0,8.7,8.7
 Derrick HenryF • 17 - 10 vs. DEN,TEN,RB,10,DEN,19,53,2.8,0,3,2,14,0,0,0,8.7,8.7
 Rex BurkheadF • 14 - 19 @ TEN,HOU,RB,16,TEN,0,0,0,1,2,2,7,0,0,0,8.7,8.7
 James ConnerF • 12 - 20 vs. LAR,ARI,RB,3,LAR,13,39,3,0,5,3,18,0,0,0,8.7,8.7
 Leonard FournetteF • 30 - 24 vs. CAR,TB,RB,17,CAR,10,28,2.8,0,4,4,19,0,0,0,8.7,8.7
 C.J. HamF • 13 - 29 @ CHI,MIN,FB,18,CHI,0,0,0,0,4,4,47,0,0,0,8.7,8.7
 J.D. McKissicF • 17 - 21 vs. TEN,WAS,RB,5,TEN,0,0,0,0,7,5,37,0,0,0,8.7,8.7
 James CookF • 31 - 23 vs. CLE,BUF,RB,11,CLE,11,86,7.8,0,1,0,0,0,0,0,8.6,8.6
 Raheem MostertF • 32 - 35 @ CHI,MIA,RB,9,CHI,9,26,2.9,1,2,0,0,0,0,0,8.6,8.6
 Kevin HarrisF • 13 - 27 @ ARI,NE,RB,14,ARI,8,26,3.2,1,0,0,0,0,0,0,8.6,8.6
 James CookF • 27 - 17 vs. GB,BUF,RB,8,GB,5,35,7,0,1,1,41,0,0,0,8.6,8.6
 Derek WattF • 35 - 13 @ PHI,PIT,FB,8,PHI,0,0,0,0,2,2,6,1,0,0,8.6,8.6
 Jerick McKinnonF • 13 - 31 @ LV,KC,RB,18,LV,2,6,3,0,3,2,0,1,0,0,8.6,8.6
 J.D. McKissicF • 25 - 10 @ DAL,WAS,RB,4,DAL,8,40,5,0,4,3,16,0,0,0,8.6,8.6
 Travis Etienne Jr.F • 40 - 14 @ DET,JAX,RB,13,DET,13,54,4.2,0,3,3,12,0,1,1,8.6,8.6
 Zack MossF • 10 - 31 @ LAR,BUF,RB,1,LAR,6,15,2.5,0,6,6,21,0,1,1,8.6,8.6
 Derrick HenryF • 41 - 7 @ BUF,TEN,RB,2,BUF,13,25,1.9,1,0,0,0,0,0,0,8.5,8.5
 D'Onta ForemanF • 24 - 30 @ SEA,CAR,RB,14,SEA,21,74,3.5,0,1,1,1,0,0,0,8.5,8.5
 Raheem BlackshearF • 37 - 23 vs. DET,CAR,RB,16,DET,3,3,1,1,1,1,12,0,0,0,8.5,8.5
 Travis Etienne Jr.F • 28 - 22 @ WAS,JAX,RB,1,WAS,4,47,11.8,0,4,2,18,0,1,0,8.5,8.5
 Eno BenjaminF • 34 - 26 @ MIN,ARI,RB,8,MIN,9,22,2.4,0,7,4,23,0,0,0,8.5,8.5
 Miles SandersF • 17 - 20 @ ARI,PHI,RB,5,ARI,15,58,3.9,0,3,2,6,0,0,0,8.4,8.4
 Antonio GibsonF • 19 - 13 vs. ATL,WAS,RB,12,ATL,9,32,3.6,0,3,3,22,0,0,0,8.4,8.4
 Phillip LindsayF/OT • 9 - 12 @ DEN,IND,RB,5,DEN,11,40,3.6,0,4,3,14,0,0,0,8.4,8.4
 Nick ChubbF • 23 - 10 @ CIN,CLE,RB,14,CIN,14,34,2.4,0,3,3,20,0,0,0,8.4,8.4
 Malcolm BrownF • 31 - 10 @ LAC,LAR,RB,17,LAC,1,23,23,1,0,0,0,0,0,0,8.3,8.3
 Josh JacobsF • 24 - 19 @ LAC,LV,RB,1,LAC,10,57,5.7,0,1,1,16,0,0,0,8.3,8.3
 Jamaal WilliamsF • 24 - 6 @ DAL,DET,RB,7,DAL,15,79,5.3,0,1,1,4,0,2,1,8.3,8.3
 Travis Etienne Jr.F • 24 - 0 vs. IND,JAX,RB,2,IND,9,20,2.2,0,3,3,33,0,0,0,8.3,8.3
 Alvin KamaraF • 22 - 14 @ CAR,NO,RB,3,CAR,15,61,4.1,0,7,2,12,0,1,1,8.3,8.3
 Kenneth GainwellF • 35 - 10 vs. TEN,PHI,RB,13,TEN,3,15,5,0,4,3,38,0,0,0,8.3,8.3
 Antonio GibsonF • 7 - 12 @ CHI,WAS,RB,6,CHI,5,35,7,0,4,3,18,0,0,0,8.3,8.3
 Derrick HenryF • 20 - 21 vs. NYG,TEN,RB,1,NYG,21,82,3.9,0,1,0,0,0,1,0,8.2,8.2
 D'Andre SwiftF • 30 - 31 @ CHI,DET,RB,10,CHI,6,6,1,1,3,1,6,0,0,0,8.2,8.2
 Cam AkersF • 31 - 27 vs. ATL,LAR,RB,2,ATL,15,44,2.9,0,3,2,18,0,0,0,8.2,8.2
 Christian McCaffreyF • 23 - 44 vs. KC,SF,RB,7,KC,8,38,4.8,0,2,2,24,0,0,0,8.2,8.2
 Devin SingletaryF • 10 - 31 @ LAR,BUF,RB,1,LAR,8,48,6,0,2,2,14,0,0,0,8.2,8.2
 Malik DavisF • 13 - 27 @ TEN,DAL,RB,17,TEN,10,39,3.9,0,2,2,23,0,0,0,8.2,8.2
 Melvin Gordon IIIF • 17 - 16 @ SEA,DEN,RB,1,SEA,12,58,4.8,0,2,2,14,0,1,1,8.2,8.2
 Travis HomerF • 27 - 7 @ SF,SEA,RB,2,SF,2,9,4.5,0,4,4,33,0,0,0,8.2,8.2
 Zack MossF/OT • 39 - 36 @ MIN,IND,RB,15,MIN,24,81,3.4,0,1,0,0,0,0,0,8.1,8.1
 Tony PollardF • 28 - 20 vs. NYG,DAL,RB,12,NYG,18,60,3.3,0,2,2,1,0,0,0,8.1,8.1
 Raheem MostertF • 11 - 6 vs. NYJ,MIA,RB,18,NYJ,11,71,6.5,0,2,2,-10,0,0,0,8.1,8.1
 Eno BenjaminF/OT • 23 - 29 @ LV,ARI,RB,2,LV,8,31,3.9,0,4,3,20,0,0,0,8.1,8.1
 Nick ChubbF • 14 - 27 @ HOU,CLE,RB,13,HOU,17,80,4.7,0,1,0,0,0,0,0,8,8
 Nick ChubbF • 15 - 38 vs. NE,CLE,RB,6,NE,12,56,4.7,0,2,1,14,0,0,0,8,8
 Nyheim HinesF • 32 - 29 vs. MIA,BUF,RB,15,MIA,0,0,0,0,1,1,10,1,0,0,8,8
 Zack MossF • 3 - 20 vs. LAC,IND,RB,16,LAC,12,65,5.4,0,1,1,5,0,0,0,8,8
 David MontgomeryF • 19 - 10 vs. SF,CHI,RB,1,SF,17,26,1.5,0,4,3,24,0,0,0,8,8
 D'Andre SwiftF • 15 - 9 vs. GB,DET,RB,9,GB,2,10,5,0,4,3,40,0,0,0,8,8
 James CookF • 21 - 19 @ MIA,BUF,RB,3,MIA,1,3,3,0,5,4,37,0,0,0,8,8
 Nyheim HinesF • 20 - 17 vs. KC,IND,RB,3,KC,3,7,2.3,0,6,5,23,0,0,0,8,8
 Rashaad PennyF • 23 - 27 vs. ATL,SEA,RB,3,ATL,14,66,4.7,0,1,1,3,0,0,0,7.9,7.9
 Antonio GibsonF/OT • 20 - 20 @ NYG,WAS,RB,13,NYG,9,39,4.3,0,4,2,20,0,0,0,7.9,7.9
