Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
255,Ezekiel Elliott,DAL,RB,12,LV,9,25,2.8,1,8,6,24,0,0,0,16.9,16.9
263,Nick Chubb,CLE,RB,2,HOU,11,95,8.6,1,1,1,3,0,0,0,16.8,16.8
263,Dontrell Hilliard,TEN,RB,17,MIA,8,45,5.6,1,3,3,33,0,0,0,16.8,16.8
263,Najee Harris,PIT,RB,9,CHI,22,62,2.8,1,3,3,16,0,0,0,16.8,16.8
263,Tony Pollard,DAL,RB,12,LV,10,36,3.6,0,4,4,32,0,0,0,16.8,16.8
267,Josh Jacobs,LV,RB,5,CHI,15,48,3.2,1,5,4,19,0,0,0,16.7,16.7
267,Myles Gaskin,MIA,RB,9,HOU,20,34,1.7,1,6,6,23,0,1,1,16.7,16.7
269,Devin Singletary,BUF,RB,15,CAR,22,86,3.9,1,1,1,10,0,0,0,16.6,16.6
269,Kareem Hunt,CLE,RB,4,MIN,14,69,4.9,1,4,2,17,0,0,0,16.6,16.6
269,Alvin Kamara,NO,RB,8,TB,19,61,3.2,1,4,3,15,0,0,0,16.6,16.6
269,Darrell Henderson Jr.,LAR,RB,4,ARI,14,89,6.4,0,6,5,27,0,0,0,16.6,16.6
273,Jeremy McNichols,TEN,RB,4,NYJ,1,11,11,0,12,8,74,0,0,0,16.5,16.5
274,Derrick Henry,TEN,RB,7,KC,29,86,3,0,2,2,16,0,0,0,16.4,16.4
274,Austin Ekeler,LAC,RB,14,NYG,12,67,5.6,1,4,2,17,0,0,0,16.4,16.4
274,Damien Williams,CHI,RB,5,LV,16,64,4,1,3,2,20,0,0,0,16.4,16.4
274,Zack Moss,BUF,RB,2,MIA,8,26,3.2,2,2,2,8,0,1,1,16.4,16.4
278,Nick Chubb,CLE,RB,15,LV,23,91,4,1,1,1,2,0,0,0,16.3,16.3
278,Devonta Freeman,BAL,RB,9,MIN,13,79,6.1,0,3,2,4,1,0,0,16.3,16.3
278,Mark Ingram II,NO,RB,11,PHI,16,88,5.5,0,8,6,25,0,1,1,16.3,16.3
281,Chris Carson,SEA,RB,3,MIN,12,80,6.7,1,2,2,2,0,0,0,16.2,16.2
281,Ezekiel Elliott,DAL,RB,15,NYG,16,52,3.2,1,4,3,20,0,0,0,16.2,16.2
281,Cordarrelle Patterson,ATL,RB,3,NYG,7,20,2.9,0,7,6,82,0,0,0,16.2,16.2
281,Dontrell Hilliard,TEN,RB,11,HOU,7,35,5,0,10,8,47,0,0,0,16.2,16.2
285,Ronald Jones,TB,RB,16,CAR,20,65,3.2,1,3,2,16,0,0,0,16.1,16.1
286,Alexander Mattison,MIN,RB,16,LAR,13,41,3.2,1,4,3,29,0,0,0,16,16
286,Najee Harris,PIT,RB,16,KC,19,93,4.9,0,7,5,17,0,0,0,16,16
286,Kenyan Drake,LV,RB,9,NYG,4,30,7.5,0,8,6,70,0,0,0,16,16
289,Chase Edmonds,ARI,RB,8,GB,7,30,4.3,1,4,3,39,0,0,0,15.9,15.9
289,Chris Evans,CIN,RB,18,CLE,7,35,5,0,5,4,24,1,0,0,15.9,15.9
291,Alex Collins,SEA,RB,4,SF,10,44,4.4,1,2,2,34,0,0,0,15.8,15.8
291,Josh Jacobs,LV,RB,7,PHI,6,29,4.8,1,3,3,39,0,0,0,15.8,15.8
291,Chuba Hubbard,CAR,RB,17,NO,17,55,3.2,1,4,3,13,0,0,0,15.8,15.8
291,Tony Pollard,DAL,RB,10,ATL,11,42,3.8,0,7,6,56,0,0,0,15.8,15.8
295,Darrell Henderson Jr.,LAR,RB,1,CHI,16,70,4.4,1,1,1,17,0,0,0,15.7,15.7
295,Chris Evans,CIN,RB,6,DET,4,18,4.5,0,3,3,49,1,0,0,15.7,15.7
295,Craig Reynolds,DET,RB,15,ARI,26,112,4.3,0,1,1,5,0,0,0,15.7,15.7
295,Najee Harris,PIT,RB,13,BAL,21,71,3.4,0,5,5,36,0,0,0,15.7,15.7
295,AJ Dillon,GB,RB,11,MIN,11,53,4.8,0,6,6,44,0,0,0,15.7,15.7
295,Damien Harris,NE,RB,1,MIA,23,100,4.3,0,3,2,17,0,1,1,15.7,15.7
301,J.J. Taylor,NE,RB,7,NYJ,9,21,2.3,2,1,1,5,0,0,0,15.6,15.6
301,Clyde Edwards-Helaire,KC,RB,11,DAL,12,63,5.2,1,2,2,13,0,0,0,15.6,15.6
301,Aaron Jones,GB,RB,17,MIN,8,76,9.5,0,6,5,30,0,0,0,15.6,15.6
301,Joe Mixon,CIN,RB,17,KC,12,46,3.8,0,8,7,40,0,0,0,15.6,15.6
305,Antonio Gibson,WAS,RB,4,ATL,14,63,4.5,1,2,2,12,0,0,0,15.5,15.5
305,Ameer Abdullah,CAR,RB,15,BUF,4,7,1.8,0,4,4,48,1,0,0,15.5,15.5
307,Tony Pollard,DAL,RB,13,NO,7,71,10.1,1,4,2,3,0,0,0,15.4,15.4
307,James Conner,ARI,RB,10,CAR,10,39,3.9,1,4,3,25,0,0,0,15.4,15.4
307,Josh Jacobs,LV,RB,16,DEN,27,129,4.8,0,3,1,-5,0,1,1,15.4,15.4
310,Dalvin Cook,MIN,RB,12,SF,10,39,3.9,0,7,6,64,0,1,1,15.3,15.3
311,Josh Jacobs,LV,RB,6,DEN,16,53,3.3,1,1,1,29,0,0,0,15.2,15.2
311,Dare Ogunbowale,JAX,RB,16,NYJ,17,57,3.4,1,4,2,15,0,0,0,15.2,15.2
311,Rhamondre Stevenson,NE,RB,6,DAL,5,23,4.6,1,3,3,39,0,0,0,15.2,15.2
311,Devontae Booker,NYG,RB,9,LV,21,99,4.7,0,3,3,23,0,0,0,15.2,15.2
315,Chris Carson,SEA,RB,2,TEN,13,31,2.4,2,0,0,0,0,0,0,15.1,15.1
315,Melvin Gordon III,DEN,RB,3,NYJ,18,60,3.3,1,2,1,21,0,0,0,15.1,15.1
315,Chuba Hubbard,CAR,RB,8,ATL,24,82,3.4,1,2,1,9,0,1,1,15.1,15.1
315,Kyle Juszczyk,SF,FB,3,GB,5,14,2.8,0,4,4,37,1,0,0,15.1,15.1
315,Kenneth Gainwell,PHI,RB,7,LV,5,20,4,0,8,4,41,1,1,1,15.1,15.1
320,Aaron Jones,GB,RB,15,BAL,13,58,4.5,0,2,2,12,1,0,0,15,15
320,Damien Williams,CHI,RB,4,DET,8,55,6.9,1,2,2,15,0,0,0,15,15
320,Alvin Kamara,NO,RB,4,NYG,26,120,4.6,0,0,0,0,0,0,0,15,15
323,Austin Ekeler,LAC,RB,10,MIN,11,44,4,0,6,3,15,1,0,0,14.9,14.9
323,Devin Singletary,BUF,RB,14,TB,4,52,13,0,7,6,37,0,0,0,14.9,14.9
325,Dare Ogunbowale,JAX,RB,17,NE,9,36,4,0,2,2,32,1,0,0,14.8,14.8
325,Michael Carter,NYJ,RB,5,ATL,10,38,3.8,1,3,3,20,0,0,0,14.8,14.8
327,Jamaal Williams,DET,RB,3,BAL,12,42,3.5,1,2,2,25,0,0,0,14.7,14.7
327,Jeff Wilson Jr.,SF,RB,16,TEN,14,45,3.2,1,3,3,12,0,0,0,14.7,14.7
329,Devontae Booker,NYG,RB,7,CAR,14,51,3.6,1,3,2,15,0,0,0,14.6,14.6
329,D'Andre Swift,DET,RB,18,GB,7,30,4.3,1,5,4,16,0,0,0,14.6,14.6
329,Christian McCaffrey,CAR,RB,9,NE,14,52,3.7,0,5,4,54,0,1,0,14.6,14.6
329,Chase Edmonds,ARI,RB,1,TEN,12,63,5.2,0,4,4,43,0,0,0,14.6,14.6
333,Mark Ingram II,HOU,RB,1,JAX,26,85,3.3,1,1,0,0,0,0,0,14.5,14.5
333,Samaje Perine,CIN,RB,7,BAL,11,52,4.7,1,1,1,23,0,0,0,14.5,14.5
333,Nick Chubb,CLE,RB,4,MIN,21,100,4.8,0,1,1,5,0,0,0,14.5,14.5
333,Chase Edmonds,ARI,RB,3,JAX,11,26,2.4,0,8,7,49,0,0,0,14.5,14.5
337,Tony Pollard,DAL,RB,5,NYG,14,75,5.4,0,4,4,28,0,1,0,14.3,14.3
338,James Conner,ARI,RB,8,GB,5,22,4.4,2,0,0,0,0,0,0,14.2,14.2
338,D'Onta Foreman,TEN,RB,14,JAX,13,47,3.6,1,2,2,15,0,0,0,14.2,14.2
338,Boston Scott,PHI,RB,12,NYG,15,64,4.3,1,3,2,8,0,1,1,14.2,14.2
338,DeeJay Dallas,SEA,RB,15,LAR,8,41,5.1,1,4,3,11,0,0,0,14.2,14.2
338,Javonte Williams,DEN,RB,3,NYJ,12,29,2.4,1,4,3,33,0,1,1,14.2,14.2
338,D'Onta Foreman,TEN,RB,12,NE,19,109,5.7,0,1,1,3,0,1,1,14.2,14.2
338,Nyheim Hines,IND,RB,1,SEA,9,34,3.8,0,8,6,48,0,0,0,14.2,14.2
345,Cordarrelle Patterson,ATL,RB,7,MIA,14,60,4.3,1,5,2,1,0,0,0,14.1,14.1
345,Javonte Williams,DEN,RB,9,DAL,17,111,6.5,0,0,0,0,0,0,0,14.1,14.1
345,David Montgomery,CHI,RB,14,GB,10,42,4.2,0,7,6,39,0,0,0,14.1,14.1
348,Damien Harris,NE,RB,8,LAC,23,80,3.5,1,1,0,0,0,0,0,14,14
348,Jerick McKinnon,KC,RB,18,DEN,5,24,4.8,0,3,3,26,1,0,0,14,14
350,Cordarrelle Patterson,ATL,RB,14,CAR,16,58,3.6,1,5,2,1,0,0,0,13.9,13.9
350,Rex Burkhead,HOU,RB,17,SF,16,47,2.9,0,6,6,32,0,1,0,13.9,13.9
352,Antonio Gibson,WAS,RB,16,DAL,6,29,4.8,0,4,2,29,1,0,0,13.8,13.8
352,Darrel Williams,KC,RB,4,PHI,10,42,4.2,1,2,2,16,0,0,0,13.8,13.8
352,Rex Burkhead,HOU,RB,8,LAR,4,21,5.2,1,4,3,27,0,0,0,13.8,13.8
352,Jonathan Taylor,IND,RB,16,ARI,27,108,4,0,2,0,0,0,0,0,13.8,13.8
356,Joe Mixon,CIN,RB,4,JAX,16,67,4.2,1,2,1,0,0,0,0,13.7,13.7
356,Chris Carson,SEA,RB,1,IND,16,91,5.7,0,3,3,26,0,1,1,13.7,13.7
356,Aaron Jones,GB,RB,16,CLE,12,66,5.5,0,6,5,21,0,0,0,13.7,13.7
356,Leonard Fournette,TB,RB,15,NO,9,34,3.8,0,7,7,33,0,0,0,13.7,13.7
360,Latavius Murray,BAL,RB,6,LAC,9,44,4.9,1,2,2,12,0,0,0,13.6,13.6
360,Patrick Taylor,GB,RB,18,DET,11,53,4.8,1,2,2,3,0,0,0,13.6,13.6
360,Chuba Hubbard,CAR,RB,18,TB,9,48,5.3,0,2,2,8,1,0,0,13.6,13.6
360,Mike Davis,ATL,RB,14,CAR,11,44,4,0,6,5,42,0,0,0,13.6,13.6
364,Chuba Hubbard,CAR,RB,6,MIN,16,61,3.8,1,3,1,4,0,0,0,13.5,13.5
364,Matt Breida,BUF,RB,12,NO,9,26,2.9,0,2,2,29,1,0,0,13.5,13.5
364,Sony Michel,LAR,RB,15,SEA,18,92,5.1,0,2,2,23,0,0,0,13.5,13.5
364,James Robinson,JAX,RB,12,ATL,17,86,5.1,0,4,3,29,0,1,1,13.5,13.5
364,Josh Jacobs,LV,RB,9,NYG,13,76,5.8,0,4,4,19,0,0,0,13.5,13.5
369,Damien Harris,NE,RB,2,NYJ,16,62,3.9,1,1,1,2,0,0,0,13.4,13.4
369,Jamaal Williams,DET,RB,17,SEA,11,22,2,1,3,3,22,0,0,0,13.4,13.4
369,Derrick Gore,KC,RB,16,PIT,12,43,3.6,0,3,3,61,0,0,0,13.4,13.4
369,Leonard Fournette,TB,RB,11,NYG,10,35,3.5,0,6,6,39,0,0,0,13.4,13.4
369,Saquon Barkley,NYG,RB,13,MIA,11,55,5,0,9,6,19,0,0,0,13.4,13.4
374,Jamaal Williams,DET,RB,12,CHI,15,65,4.3,0,5,5,18,0,0,0,13.3,13.3
374,Mike Davis,ATL,RB,2,TB,9,38,4.2,0,7,7,25,0,0,0,13.3,13.3
376,Saquon Barkley,NYG,RB,17,CHI,21,102,4.9,0,1,0,0,0,0,0,13.2,13.2
376,Chase Edmonds,ARI,RB,17,DAL,18,53,2.9,0,6,5,29,0,0,0,13.2,13.2
376,Carlos Hyde,JAX,RB,8,SEA,9,32,3.6,0,8,6,40,0,0,0,13.2,13.2
379,Jordan Howard,PHI,RB,9,LAC,17,71,4.2,1,0,0,0,0,0,0,13.1,13.1
379,Demetric Felton Jr.,CLE,RB,2,HOU,0,0,0,0,2,2,51,1,1,0,13.1,13.1
379,Mike Davis,ATL,RB,5,NYJ,13,53,4.1,1,5,2,8,0,1,1,13.1,13.1
379,Ty Johnson,NYJ,RB,9,IND,4,21,5.2,0,3,2,40,1,1,1,13.1,13.1
379,Ty Johnson,NYJ,RB,7,NE,5,6,1.2,0,7,6,65,0,0,0,13.1,13.1
384,Ke'Shawn Vaughn,TB,RB,16,CAR,7,70,10,1,1,0,0,0,0,0,13,13
384,AJ Dillon,GB,RB,9,KC,8,46,5.8,0,4,4,44,0,0,0,13,13
386,Devonta Freeman,BAL,RB,7,CIN,4,14,3.5,1,3,3,25,0,0,0,12.9,12.9
386,Darrel Williams,KC,RB,14,LV,2,8,4,0,3,3,31,1,0,0,12.9,12.9
386,Jermar Jefferson,DET,RB,8,PHI,2,6,3,1,4,4,23,0,0,0,12.9,12.9
386,Elijah Mitchell,SF,RB,9,ARI,8,36,4.5,0,5,5,43,0,0,0,12.9,12.9
386,Devin Singletary,BUF,RB,9,JAX,6,16,2.7,0,8,7,43,0,0,0,12.9,12.9
391,Antonio Gibson,WAS,RB,1,LAC,20,90,4.5,0,5,3,18,0,2,1,12.8,12.8
391,Ezekiel Elliott,DAL,RB,11,KC,9,32,3.6,0,6,6,36,0,0,0,12.8,12.8
393,Mike Davis,ATL,RB,17,BUF,8,42,5.2,1,2,1,15,0,0,0,12.7,12.7
394,Rhamondre Stevenson,NE,RB,9,CAR,10,62,6.2,0,2,2,44,0,0,0,12.6,12.6
394,Cordarrelle Patterson,ATL,RB,13,TB,13,78,6,0,5,3,18,0,0,0,12.6,12.6
394,Ezekiel Elliott,DAL,RB,9,DEN,10,51,5.1,0,3,3,25,0,0,0,12.6,12.6
394,Aaron Jones,GB,RB,10,SEA,7,25,3.6,0,6,4,61,0,0,0,12.6,12.6
394,Myles Gaskin,MIA,RB,1,NE,9,49,5.4,0,5,5,27,0,0,0,12.6,12.6
394,Royce Freeman,HOU,RB,14,SEA,11,15,1.4,0,8,6,51,0,0,0,12.6,12.6
400,Boston Scott,PHI,RB,10,DEN,11,81,7.4,0,2,2,24,0,0,0,12.5,12.5
400,Jonathan Taylor,IND,RB,18,JAX,15,77,5.1,0,4,3,18,0,0,0,12.5,12.5
400,Patrick Ricard,BAL,FB,9,MIN,0,0,0,0,5,3,35,1,0,0,12.5,12.5
400,Chase Edmonds,ARI,RB,2,MIN,8,46,5.8,0,5,5,29,0,0,0,12.5,12.5
404,James Conner,ARI,RB,7,HOU,10,64,6.4,1,0,0,0,0,0,0,12.4,12.4
404,Josh Jacobs,LV,RB,15,CLE,15,52,3.5,0,4,3,42,0,0,0,12.4,12.4
404,Devontae Booker,NYG,RB,14,LAC,8,56,7,0,5,4,28,0,0,0,12.4,12.4
407,Kenneth Gainwell,PHI,RB,1,ATL,9,37,4.1,1,3,2,6,0,0,0,12.3,12.3
407,Damien Williams,CHI,RB,18,MIN,0,0,0,0,5,3,33,1,0,0,12.3,12.3
407,David Montgomery,CHI,RB,15,MIN,18,60,3.3,0,6,5,23,0,1,1,12.3,12.3
410,Damien Harris,NE,RB,12,TEN,11,40,3.6,1,1,1,12,0,0,0,12.2,12.2
410,Zack Moss,BUF,RB,5,KC,11,37,3.4,0,4,3,55,0,0,0,12.2,12.2
410,Devonta Freeman,BAL,RB,14,CLE,13,64,4.9,0,5,5,8,0,0,0,12.2,12.2
413,Zack Moss,BUF,RB,4,HOU,14,61,4.4,1,1,0,0,0,0,0,12.1,12.1
413,Ke'Shawn Vaughn,TB,RB,18,CAR,10,29,2.9,1,2,2,12,0,0,0,12.1,12.1
413,Javonte Williams,DEN,RB,15,CIN,15,72,4.8,0,4,4,9,0,0,0,12.1,12.1
413,James White,NE,RB,1,MIA,4,12,3,0,7,6,49,0,0,0,12.1,12.1
417,Kenyan Drake,LV,RB,1,BAL,6,11,1.8,0,5,5,59,0,0,0,12,12
418,Joe Mixon,CIN,RB,7,BAL,12,59,4.9,1,0,0,0,0,0,0,11.9,11.9
418,Latavius Murray,BAL,RB,4,DEN,18,59,3.3,1,0,0,0,0,0,0,11.9,11.9
418,Devin Singletary,BUF,RB,10,NYJ,7,43,6.1,1,1,1,6,0,1,0,11.9,11.9
418,Craig Reynolds,DET,RB,14,DEN,11,83,7.5,0,2,2,16,0,0,0,11.9,11.9
418,Aaron Jones,GB,RB,4,PIT,15,48,3.2,0,4,3,51,0,1,1,11.9,11.9
423,James Robinson,JAX,RB,11,SF,12,29,2.4,1,3,2,9,0,0,0,11.8,11.8
423,David Johnson,HOU,RB,1,JAX,3,10,3.3,0,4,3,18,1,0,0,11.8,11.8
423,D'Andre Swift,DET,RB,2,GB,8,37,4.6,0,5,4,41,0,0,0,11.8,11.8
423,Zack Moss,BUF,RB,8,MIA,8,19,2.4,0,7,6,39,0,0,0,11.8,11.8
427,Austin Ekeler,LAC,RB,1,WAS,15,57,3.8,1,0,0,0,0,0,0,11.7,11.7
427,Tony Pollard,DAL,RB,15,NYG,12,74,6.2,0,3,3,13,0,1,0,11.7,11.7
429,Godwin Igwebuike,DET,RB,10,PIT,2,56,28,1,0,0,0,0,0,0,11.6,11.6
429,Javonte Williams,DEN,RB,5,PIT,8,61,7.6,0,3,3,25,0,0,0,11.6,11.6
429,Leonard Fournette,TB,RB,2,ATL,11,52,4.7,0,4,4,24,0,1,0,11.6,11.6
429,Mike Davis,ATL,RB,8,CAR,9,44,4.9,0,6,5,22,0,0,0,11.6,11.6
429,Saquon Barkley,NYG,RB,11,TB,6,25,4.2,0,6,6,31,0,0,0,11.6,11.6
434,Sony Michel,LAR,RB,5,SEA,11,37,3.4,1,1,1,8,0,0,0,11.5,11.5
434,Giovani Bernard,TB,RB,5,MIA,4,21,5.2,0,2,2,14,1,0,0,11.5,11.5
434,Darrel Williams,KC,RB,16,PIT,11,55,5,0,3,3,30,0,0,0,11.5,11.5
437,Ty Johnson,NYJ,RB,5,ATL,4,12,3,1,3,2,22,0,0,0,11.4,11.4
437,Trey Sermon,SF,RB,3,GB,10,31,3.1,1,3,2,3,0,0,0,11.4,11.4
437,Mark Ingram II,NO,RB,9,ATL,9,43,4.8,0,5,5,21,0,0,0,11.4,11.4
440,Devonta Freeman,BAL,RB,6,LAC,9,53,5.9,1,2,0,0,0,0,0,11.3,11.3
440,Ty'Son Williams,BAL,RB,2,KC,13,77,5.9,0,2,2,16,0,1,0,11.3,11.3
440,Ezekiel Elliott,DAL,RB,8,MIN,16,50,3.1,0,6,4,23,0,0,0,11.3,11.3
443,Melvin Gordon III,DEN,RB,7,CLE,8,18,2.2,0,3,2,14,1,0,0,11.2,11.2
443,Clyde Edwards-Helaire,KC,RB,13,DEN,14,54,3.9,0,3,3,28,0,0,0,11.2,11.2
443,Austin Ekeler,LAC,RB,9,PHI,17,59,3.5,0,3,3,23,0,0,0,11.2,11.2
446,Dalvin Cook,MIN,RB,15,CHI,28,89,3.2,0,3,2,2,0,0,0,11.1,11.1
446,Josh Jacobs,LV,RB,11,CIN,9,37,4.1,0,7,5,24,0,0,0,11.1,11.1
446,Brandon Bolden,NE,RB,4,TB,1,0,0,0,6,6,51,0,0,0,11.1,11.1
449,Darrel Williams,KC,RB,13,DEN,5,20,4,0,3,3,60,0,0,0,11,11
449,Devin Singletary,BUF,RB,1,PIT,11,72,6.5,0,5,3,8,0,2,0,11,11
449,Mike Davis,ATL,RB,3,NYG,12,50,4.2,0,4,4,20,0,0,0,11,11
449,Josh Jacobs,LV,RB,14,KC,9,24,2.7,0,6,5,46,0,1,1,11,11
453,Justin Jackson,LAC,RB,15,KC,13,86,6.6,0,1,1,13,0,0,0,10.9,10.9
453,David Montgomery,CHI,RB,2,CIN,20,61,3,0,4,3,18,0,0,0,10.9,10.9
453,Chuba Hubbard,CAR,RB,3,HOU,11,52,4.7,0,5,3,27,0,0,0,10.9,10.9
453,Sony Michel,LAR,RB,3,TB,20,67,3.4,0,4,3,12,0,0,0,10.9,10.9
453,Devontae Booker,NYG,RB,6,LAR,12,41,3.4,0,4,4,28,0,0,0,10.9,10.9
453,Leonard Fournette,TB,RB,1,DAL,9,32,3.6,0,7,5,27,0,0,0,10.9,10.9
459,Derrick Gore,KC,RB,8,NYG,11,48,4.4,1,0,0,0,0,0,0,10.8,10.8
459,Le'Veon Bell,BAL,RB,9,MIN,11,48,4.4,1,0,0,0,0,0,0,10.8,10.8
459,Damien Harris,NE,RB,5,HOU,14,58,4.1,1,0,0,0,0,1,1,10.8,10.8
459,Alexander Mattison,MIN,RB,12,SF,7,21,3,1,3,2,7,0,0,0,10.8,10.8
459,Michael Carter,NYJ,RB,2,NE,11,59,5.4,0,3,2,29,0,0,0,10.8,10.8
459,Kareem Hunt,CLE,RB,6,ARI,14,66,4.7,0,3,3,12,0,0,0,10.8,10.8
465,Giovani Bernard,TB,RB,8,NO,2,30,15,0,1,1,7,1,0,0,10.7,10.7
465,James Conner,ARI,RB,5,SF,10,29,2.9,1,1,1,8,0,0,0,10.7,10.7
465,AJ Dillon,GB,RB,4,PIT,15,81,5.4,0,1,1,16,0,0,0,10.7,10.7
465,Michael Burton,KC,FB,15,LAC,1,7,7,1,2,2,20,0,0,0,10.7,10.7
465,Tevin Coleman,NYJ,RB,13,PHI,11,58,5.3,0,4,3,19,0,0,0,10.7,10.7
465,Darrel Williams,KC,RB,9,GB,19,70,3.7,0,4,3,7,0,0,0,10.7,10.7
465,Derrick Henry,TEN,RB,1,ARI,17,58,3.4,0,4,3,19,0,0,0,10.7,10.7
465,Josh Jacobs,LV,RB,4,LAC,13,40,3.1,0,5,5,17,0,0,0,10.7,10.7
473,Sony Michel,LAR,RB,9,TEN,7,20,2.9,0,3,2,6,1,0,0,10.6,10.6
473,Mike Davis,ATL,RB,4,WAS,13,14,1.1,0,2,2,12,1,0,0,10.6,10.6
473,Rex Burkhead,HOU,RB,14,SEA,11,40,3.6,0,4,4,26,0,0,0,10.6,10.6
476,Jonathan Williams,WAS,RB,14,DAL,4,16,4,1,1,1,19,0,0,0,10.5,10.5
476,Joe Mixon,CIN,RB,5,GB,10,33,3.3,1,1,1,2,0,0,0,10.5,10.5
476,AJ Dillon,GB,RB,15,BAL,7,22,3.1,1,1,1,13,0,0,0,10.5,10.5
476,Kenyan Drake,LV,RB,2,PIT,7,9,1.3,0,6,5,46,0,0,0,10.5,10.5
480,Joe Mixon,CIN,RB,13,LAC,19,54,2.8,1,1,0,0,0,1,1,10.4,10.4
480,Michael Carter,NYJ,RB,4,TEN,13,38,2.9,1,3,1,-4,0,0,0,10.4,10.4
480,Joe Mixon,CIN,RB,3,PIT,18,90,5,0,1,1,4,0,0,0,10.4,10.4
480,Demetric Felton Jr.,CLE,RB,18,CIN,1,6,6,0,2,2,18,1,0,0,10.4,10.4
480,David Montgomery,CHI,RB,12,DET,17,46,2.7,0,3,3,28,0,0,0,10.4,10.4
480,Myles Gaskin,MIA,RB,3,LV,13,65,5,0,6,3,9,0,0,0,10.4,10.4
480,Saquon Barkley,NYG,RB,15,DAL,15,50,3.3,0,8,4,24,0,1,1,10.4,10.4
487,Damien Harris,NE,RB,9,CAR,15,30,2,1,1,1,3,0,0,0,10.3,10.3
487,Melvin Gordon III,DEN,RB,10,PHI,9,45,5,1,4,1,-2,0,1,1,10.3,10.3
487,Melvin Gordon III,DEN,RB,6,LV,10,50,5,0,3,3,23,0,0,0,10.3,10.3
490,Devontae Booker,NYG,RB,15,DAL,8,74,9.2,0,2,2,8,0,0,0,10.2,10.2
490,Melvin Gordon III,DEN,RB,17,LAC,10,43,4.3,0,4,3,29,0,0,0,10.2,10.2
490,Mike Davis,ATL,RB,1,PHI,15,49,3.3,0,6,3,23,0,0,0,10.2,10.2
490,Clyde Edwards-Helaire,KC,RB,1,CLE,14,43,3.1,0,3,3,29,0,0,0,10.2,10.2
490,David Johnson,HOU,RB,7,ARI,7,25,3.6,0,6,5,27,0,0,0,10.2,10.2
495,Boston Scott,PHI,RB,16,NYG,12,41,3.4,1,0,0,0,0,0,0,10.1,10.1
495,Jermar Jefferson,DET,RB,10,PIT,3,41,13.7,1,0,0,0,0,0,0,10.1,10.1
495,Elijhaa Penny,NYG,RB,14,LAC,1,8,8,0,1,1,3,1,0,0,10.1,10.1
495,Clyde Edwards-Helaire,KC,RB,16,PIT,9,27,3,1,1,1,4,0,0,0,10.1,10.1
495,Mark Ingram II,HOU,RB,6,IND,18,73,4.1,0,2,2,8,0,0,0,10.1,10.1
495,Brandon Bolden,NE,RB,9,CAR,8,54,6.8,0,2,2,27,0,1,0,10.1,10.1
495,Miles Sanders,PHI,RB,5,CAR,11,45,4.1,0,5,5,6,0,0,0,10.1,10.1
495,David Johnson,HOU,RB,5,NE,2,5,2.5,0,6,5,46,0,0,0,10.1,10.1
503,Chase Edmonds,ARI,RB,7,HOU,15,81,5.4,0,3,1,9,0,0,0,10,10
503,Ezekiel Elliott,DAL,RB,18,PHI,18,87,4.8,0,3,1,3,0,0,0,10,10
503,Devonta Freeman,BAL,RB,16,CIN,6,17,2.8,1,2,2,3,0,0,0,10,10
503,Javonte Williams,DEN,RB,16,LV,7,12,1.7,1,2,2,8,0,0,0,10,10
503,David Montgomery,CHI,RB,9,PIT,13,63,4.8,0,2,2,17,0,0,0,10,10
503,Brandon Bolden,NE,RB,10,CLE,3,32,10.7,0,3,3,38,0,0,0,10,10
503,DeeJay Dallas,SEA,RB,6,PIT,4,17,4.2,0,5,5,33,0,1,0,10,10
510,Eno Benjamin,ARI,RB,9,SF,9,39,4.3,1,0,0,0,0,0,0,9.9,9.9
510,Boston Scott,PHI,RB,7,LV,7,24,3.4,1,2,1,5,0,0,0,9.9,9.9
510,D'Ernest Johnson,CLE,RB,8,PIT,4,22,5.5,1,3,1,7,0,0,0,9.9,9.9
510,David Montgomery,CHI,RB,18,MIN,20,72,3.6,0,3,2,7,0,0,0,9.9,9.9
510,JaMycal Hasty,SF,RB,2,PHI,5,38,7.6,0,5,4,21,0,0,0,9.9,9.9
510,Dontrell Hilliard,TEN,RB,15,PIT,9,49,5.4,0,6,4,10,0,0,0,9.9,9.9
516,Austin Walter,NYJ,RB,12,HOU,9,38,4.2,1,1,0,0,0,0,0,9.8,9.8
516,Melvin Gordon III,DEN,RB,12,LAC,17,83,4.9,0,2,1,5,0,0,0,9.8,9.8
516,Khalil Herbert,CHI,RB,16,SEA,2,21,10.5,1,1,1,7,0,0,0,9.8,9.8
516,D'Onta Foreman,TEN,RB,10,NO,11,30,2.7,0,2,2,48,0,0,0,9.8,9.8
516,Javonte Williams,DEN,RB,6,LV,11,53,4.8,0,3,3,15,0,0,0,9.8,9.8
516,Rodney Smith,CAR,RB,4,DAL,0,0,0,0,5,5,48,0,0,0,9.8,9.8
522,Ronald Jones,TB,RB,12,IND,7,37,5.3,1,0,0,0,0,0,0,9.7,9.7
522,DeeJay Dallas,SEA,RB,11,ARI,4,25,6.2,1,2,1,2,0,0,0,9.7,9.7
522,Ty Johnson,NYJ,RB,14,NO,6,17,2.8,0,7,4,40,0,0,0,9.7,9.7
