Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
259,Isiah Pacheco,KC,RB,12,LAR,22,69,3.1,1,1,1,17,0,0,0,15.6,15.6
259,Ezekiel Elliott,DAL,RB,6,PHI,13,81,6.2,1,1,1,5,0,0,0,15.6,15.6
259,Nick Chubb,CLE,RB,17,WAS,14,104,7.4,0,1,1,12,0,0,0,15.6,15.6
259,Rachaad White,TB,RB,4,KC,3,6,2,1,5,5,50,0,1,1,15.6,15.6
259,D'Andre Swift,DET,RB,18,GB,6,25,4.2,0,7,7,61,0,0,0,15.6,15.6
265,Chuba Hubbard,CAR,RB,16,DET,12,125,10.4,0,0,0,0,0,0,0,15.5,15.5
265,Kenneth Walker III,SEA,RB,16,KC,26,107,4.1,0,2,2,-2,0,0,0,15.5,15.5
265,Najee Harris,PIT,RB,16,LV,16,53,3.3,0,9,6,42,0,0,0,15.5,15.5
265,Jonathan Taylor,IND,RB,7,TEN,10,58,5.8,0,8,7,27,0,0,0,15.5,15.5
269,Damien Harris,NE,RB,4,GB,18,86,4.8,1,1,1,-2,0,0,0,15.4,15.4
270,Miles Sanders,PHI,RB,9,HOU,17,93,5.5,1,0,0,0,0,0,0,15.3,15.3
270,Dalvin Cook,MIN,RB,6,MIA,13,77,5.9,1,1,1,6,0,0,0,15.3,15.3
270,Chuba Hubbard,CAR,RB,7,TB,9,63,7,1,3,2,10,0,0,0,15.3,15.3
270,Raheem Blackshear,CAR,RB,9,CIN,5,13,2.6,1,4,4,40,0,0,0,15.3,15.3
270,Rachaad White,TB,RB,16,ARI,7,36,5.1,0,4,4,17,1,0,0,15.3,15.3
275,Saquon Barkley,NYG,RB,8,SEA,20,53,2.6,1,5,3,9,0,0,0,15.2,15.2
275,Saquon Barkley,NYG,RB,12,DAL,11,39,3.5,1,6,4,13,0,0,0,15.2,15.2
275,Breece Hall,NYJ,RB,3,CIN,8,39,4.9,0,11,6,53,0,0,0,15.2,15.2
278,Ezekiel Elliott,DAL,RB,15,JAX,16,58,3.6,1,2,2,13,0,0,0,15.1,15.1
279,Austin Ekeler,LAC,RB,15,TEN,12,58,4.8,1,3,2,12,0,0,0,15,15
279,Najee Harris,PIT,RB,18,CLE,23,80,3.5,1,1,1,10,0,1,1,15,15
279,Alvin Kamara,NO,RB,18,CAR,23,107,4.7,0,2,1,3,0,0,0,15,15
282,Clyde Edwards-Helaire,KC,RB,3,IND,7,0,0,1,5,5,39,0,0,0,14.9,14.9
282,Rex Burkhead,HOU,RB,4,LAC,0,0,0,0,5,5,39,1,0,0,14.9,14.9
284,Kenneth Walker III,SEA,RB,5,NO,8,88,11,1,0,0,0,0,0,0,14.8,14.8
284,Ty Johnson,NYJ,RB,12,CHI,5,62,12.4,1,2,1,16,0,0,0,14.8,14.8
284,Leonard Fournette,TB,RB,8,BAL,9,24,2.7,1,3,3,34,0,0,0,14.8,14.8
284,Antonio Gibson,WAS,RB,10,PHI,14,44,3.1,1,3,3,14,0,0,0,14.8,14.8
288,Derrick Henry,TEN,RB,12,CIN,17,38,2.2,0,3,3,79,0,1,0,14.7,14.7
288,Kareem Hunt,CLE,RB,5,LAC,11,47,4.3,1,3,3,10,0,0,0,14.7,14.7
288,Devin Singletary,BUF,RB,6,KC,17,85,5,0,5,4,22,0,0,0,14.7,14.7
288,Josh Jacobs,LV,RB,3,TEN,13,66,5.1,0,5,5,31,0,1,0,14.7,14.7
292,Najee Harris,PIT,RB,15,CAR,24,86,3.6,1,0,0,0,0,0,0,14.6,14.6
292,Tony Pollard,DAL,RB,5,LAR,8,86,10.8,1,0,0,0,0,0,0,14.6,14.6
292,Brian Robinson Jr.,WAS,RB,10,PHI,26,86,3.3,1,0,0,0,0,0,0,14.6,14.6
292,Dalvin Cook,MIN,RB,3,DET,17,96,5.6,1,0,0,0,0,1,1,14.6,14.6
292,Tony Pollard,DAL,RB,15,JAX,19,75,3.9,0,5,4,31,0,0,0,14.6,14.6
297,Ezekiel Elliott,DAL,RB,3,NYG,15,73,4.9,1,1,1,2,0,0,0,14.5,14.5
297,Ameer Abdullah,LV,RB,12,SEA,3,16,5.3,0,3,3,39,1,0,0,14.5,14.5
297,Alec Ingold,MIA,FB,10,CLE,0,0,0,0,4,4,45,1,0,0,14.5,14.5
300,Travis Etienne Jr.,JAX,RB,5,HOU,10,71,7.1,0,5,3,43,0,0,0,14.4,14.4
301,David Montgomery,CHI,RB,12,NYJ,14,79,5.6,0,4,3,34,0,0,0,14.3,14.3
301,D'Onta Foreman,CAR,RB,12,DEN,24,113,4.7,0,0,0,0,0,0,0,14.3,14.3
301,Eno Benjamin,ARI,RB,5,PHI,8,25,3.1,1,4,3,28,0,0,0,14.3,14.3
301,D'Andre Swift,DET,RB,8,MIA,5,6,1.2,0,5,5,27,1,0,0,14.3,14.3
305,Miles Sanders,PHI,RB,6,DAL,18,71,3.9,1,1,1,1,0,0,0,14.2,14.2
305,Darrel Williams,ARI,RB,2,LV,8,59,7.4,1,3,2,3,0,0,0,14.2,14.2
305,Travis Etienne Jr.,JAX,RB,16,NYJ,22,83,3.8,0,3,3,29,0,0,0,14.2,14.2
305,Melvin Gordon III,DEN,RB,8,JAX,9,29,3.2,1,4,3,23,0,0,0,14.2,14.2
305,Rhamondre Stevenson,NE,RB,11,NYJ,15,26,1.7,0,6,6,56,0,0,0,14.2,14.2
305,Austin Ekeler,LAC,RB,13,LV,10,35,3.5,0,6,5,67,0,1,1,14.2,14.2
311,Samaje Perine,CIN,RB,3,NYJ,9,47,5.2,0,2,2,14,1,0,0,14.1,14.1
311,Dameon Pierce,HOU,RB,8,TEN,15,35,2.3,0,5,3,16,1,0,0,14.1,14.1
311,Najee Harris,PIT,RB,3,CLE,15,56,3.7,1,3,3,5,0,1,1,14.1,14.1
311,Leonard Fournette,TB,RB,13,NO,10,49,4.9,0,7,6,32,0,0,0,14.1,14.1
315,Jerick McKinnon,KC,RB,13,CIN,8,51,6.4,0,2,2,9,1,0,0,14,14
315,James Conner,ARI,RB,17,ATL,16,79,4.9,0,3,3,31,0,0,0,14,14
315,Tony Pollard,DAL,RB,16,PHI,9,19,2.1,0,8,6,61,0,0,0,14,14
315,Aaron Jones,GB,RB,11,TEN,12,40,3.3,0,7,6,20,0,1,0,14,14
319,Najee Harris,PIT,RB,2,NE,15,49,3.3,0,6,5,40,0,0,0,13.9,13.9
320,Miles Sanders,PHI,RB,8,PIT,9,78,8.7,1,0,0,0,0,0,0,13.8,13.8
320,Benny Snell Jr.,PIT,RB,12,IND,12,62,5.2,1,1,1,6,0,0,0,13.8,13.8
320,Christian McCaffrey,SF,RB,16,WAS,15,46,3.1,1,2,2,12,0,0,0,13.8,13.8
320,Dalvin Cook,MIN,RB,1,GB,20,90,4.5,0,5,3,18,0,0,0,13.8,13.8
320,Corey Clement,ARI,RB,18,SF,8,23,2.9,1,4,3,25,0,0,0,13.8,13.8
320,Rhamondre Stevenson,NE,RB,13,BUF,10,54,5.4,0,8,6,24,0,1,0,13.8,13.8
326,Isiah Pacheco,KC,RB,11,LAC,15,107,7.1,0,0,0,0,0,0,0,13.7,13.7
327,Dalvin Cook,MIN,RB,9,WAS,17,47,2.8,0,6,2,9,1,0,0,13.6,13.6
328,Latavius Murray,NO,RB,4,MIN,11,57,5.2,1,1,1,8,0,0,0,13.5,13.5
328,Tony Pollard,DAL,RB,3,NYG,13,105,8.1,0,1,0,0,0,0,0,13.5,13.5
328,Rachaad White,TB,RB,10,SEA,22,105,4.8,0,0,0,0,0,0,0,13.5,13.5
331,Jeff Wilson Jr.,SF,RB,4,LAR,18,74,4.1,1,0,0,0,0,0,0,13.4,13.4
331,James Conner,ARI,RB,11,SF,14,42,3,1,5,2,12,0,1,0,13.4,13.4
333,Tyler Allgeier,ATL,RB,9,LAC,10,99,9.9,0,1,1,24,0,0,0,13.3,13.3
333,James Robinson,NYJ,RB,9,BUF,13,48,3.7,0,2,2,5,1,0,0,13.3,13.3
333,Travis Homer,SEA,RB,12,LV,2,8,4,0,3,2,45,1,0,0,13.3,13.3
333,Zonovan Knight,NYJ,RB,12,CHI,14,69,4.9,0,3,3,34,0,1,0,13.3,13.3
333,Antonio Gibson,WAS,RB,11,HOU,18,72,4,0,3,3,31,0,0,0,13.3,13.3
333,Melvin Gordon III,DEN,RB,5,IND,15,54,3.6,0,3,3,49,0,0,0,13.3,13.3
333,Jonathan Taylor,IND,RB,13,DAL,21,82,3.9,0,4,3,21,0,0,0,13.3,13.3
333,J.D. McKissic,WAS,RB,2,DET,3,9,3,0,7,7,54,0,0,0,13.3,13.3
333,Austin Ekeler,LAC,RB,10,SF,6,24,4,0,12,7,39,0,0,0,13.3,13.3
333,Austin Ekeler,LAC,RB,3,JAX,4,5,1.2,0,8,8,48,0,0,0,13.3,13.3
343,Breece Hall,NYJ,RB,7,DEN,4,72,18,1,0,0,0,0,0,0,13.2,13.2
343,Darrell Henderson Jr.,LAR,RB,6,CAR,12,43,3.6,1,3,2,9,0,0,0,13.2,13.2
343,Dameon Pierce,HOU,RB,10,NYG,17,94,5.5,0,3,2,28,0,1,1,13.2,13.2
343,Rhamondre Stevenson,NE,RB,18,BUF,6,54,9,0,6,5,28,0,1,0,13.2,13.2
343,Kenneth Walker III,SEA,RB,10,TB,10,17,1.7,0,8,6,55,0,0,0,13.2,13.2
348,Ezekiel Elliott,DAL,RB,16,PHI,16,55,3.4,1,1,1,6,0,0,0,13.1,13.1
348,Brian Robinson Jr.,WAS,RB,13,NYG,21,96,4.6,0,2,2,15,0,1,0,13.1,13.1
348,Deon Jackson,IND,RB,5,DEN,13,62,4.8,0,4,4,29,0,0,0,13.1,13.1
351,Breece Hall,NYJ,RB,2,CLE,7,50,7.1,0,1,1,10,1,0,0,13,13
351,Josh Jacobs,LV,RB,15,NE,22,93,4.2,0,3,2,17,0,1,0,13,13
351,Najee Harris,PIT,RB,14,BAL,12,33,2.8,1,3,2,17,0,0,0,13,13
351,Cam Akers,LAR,RB,15,GB,12,65,5.4,0,3,3,35,0,0,0,13,13
355,Latavius Murray,DEN,RB,8,JAX,14,46,3.3,1,2,1,13,0,0,0,12.9,12.9
355,Tony Pollard,DAL,RB,7,DET,12,83,6.9,0,2,2,26,0,0,0,12.9,12.9
355,Isiah Pacheco,KC,RB,17,DEN,9,31,3.4,1,2,2,18,0,0,0,12.9,12.9
355,Nyheim Hines,IND,RB,8,WAS,5,20,4,1,2,2,29,0,0,0,12.9,12.9
355,Najee Harris,PIT,RB,6,TB,14,42,3,0,3,2,7,1,0,0,12.9,12.9
355,Alvin Kamara,NO,RB,11,LAR,12,42,3.5,0,5,4,47,0,0,0,12.9,12.9
355,Rhamondre Stevenson,NE,RB,4,GB,14,66,4.7,0,5,4,23,0,0,0,12.9,12.9
355,Joe Mixon,CIN,RB,8,CLE,8,27,3.4,0,9,7,32,0,0,0,12.9,12.9
355,Cordarrelle Patterson,ATL,RB,11,CHI,10,52,5.2,0,2,2,7,0,1,1,12.9,12.9
364,Dameon Pierce,HOU,RB,14,DAL,22,78,3.5,1,0,0,0,0,1,1,12.8,12.8
364,AJ Dillon,GB,RB,16,MIA,11,36,3.3,1,3,2,12,0,0,0,12.8,12.8
364,Travis Etienne Jr.,JAX,RB,6,IND,10,86,8.6,0,2,2,22,0,1,0,12.8,12.8
364,Kenneth Gainwell,PHI,RB,9,HOU,4,22,5.5,1,3,3,16,0,0,0,12.8,12.8
364,Jerick McKinnon,KC,RB,16,SEA,5,7,1.4,0,3,3,31,1,0,0,12.8,12.8
364,DeeJay Dallas,SEA,RB,17,NYJ,7,43,6.1,0,4,3,55,0,0,0,12.8,12.8
364,Jaylen Warren,PIT,RB,17,BAL,12,76,6.3,0,3,3,22,0,0,0,12.8,12.8
371,Joe Mixon,CIN,RB,14,CLE,14,96,6.9,0,2,2,10,0,0,0,12.6,12.6
371,Damien Harris,NE,RB,3,BAL,11,41,3.7,1,3,2,5,0,0,0,12.6,12.6
371,Jeff Wilson Jr.,SF,RB,3,DEN,12,75,6.2,0,3,3,31,0,1,1,12.6,12.6
371,Devin Singletary,BUF,RB,4,BAL,11,49,4.5,0,5,4,47,0,1,1,12.6,12.6
375,Dameon Pierce,HOU,RB,13,CLE,18,73,4.1,0,3,3,22,0,0,0,12.5,12.5
375,D'Andre Swift,DET,RB,15,NYJ,8,52,6.5,0,9,5,23,0,0,0,12.5,12.5
377,Isiah Pacheco,KC,RB,18,LV,8,64,8,1,0,0,0,0,0,0,12.4,12.4
377,Alvin Kamara,NO,RB,15,ATL,21,91,4.3,0,2,2,13,0,0,0,12.4,12.4
379,Jeff Wilson Jr.,SF,RB,2,SEA,18,84,4.7,0,2,2,19,0,0,0,12.3,12.3
379,Isiah Pacheco,KC,RB,14,DEN,13,70,5.4,0,3,3,23,0,0,0,12.3,12.3
379,Dontrell Hilliard,TEN,RB,5,WAS,1,0,0,0,5,4,23,1,0,0,12.3,12.3
379,Darrell Henderson Jr.,LAR,RB,1,BUF,13,47,3.6,0,5,5,26,0,0,0,12.3,12.3
383,Isiah Pacheco,KC,RB,1,ARI,12,62,5.2,1,0,0,0,0,1,0,12.2,12.2
383,David Montgomery,CHI,RB,7,NE,15,62,4.1,1,0,0,0,0,0,0,12.2,12.2
383,Jeff Wilson Jr.,MIA,RB,12,HOU,13,39,3,1,3,1,13,0,0,0,12.2,12.2
383,Cordarrelle Patterson,ATL,RB,15,NO,14,52,3.7,1,3,1,0,0,0,0,12.2,12.2
383,Kenneth Walker III,SEA,RB,8,NYG,18,51,2.8,1,2,1,1,0,0,0,12.2,12.2
383,D'Andre Swift,DET,RB,11,NYG,5,20,4,1,3,3,12,0,1,0,12.2,12.2
383,Craig Reynolds,DET,RB,5,NE,6,24,4,0,3,3,68,0,0,0,12.2,12.2
390,Antonio Gibson,WAS,RB,2,DET,14,28,2,1,4,2,13,0,0,0,12.1,12.1
390,Jonathan Taylor,IND,RB,3,KC,21,71,3.4,0,5,3,20,0,0,0,12.1,12.1
392,Brian Robinson Jr.,WAS,RB,6,CHI,17,60,3.5,1,0,0,0,0,0,0,12,12
392,Rex Burkhead,HOU,RB,1,IND,14,40,2.9,0,8,5,30,0,0,0,12,12
392,Melvin Gordon III,DEN,RB,11,LV,8,31,3.9,0,5,5,39,0,1,0,12,12
392,Leonard Fournette,TB,RB,3,GB,12,35,2.9,0,6,5,35,0,0,0,12,12
392,Nyheim Hines,BUF,RB,18,NE,0,0,0,0,0,0,0,0,0,0,12,12
397,Najee Harris,PIT,RB,8,PHI,8,32,4,0,6,6,26,0,0,0,12,11.96
398,Jamaal Williams,DET,RB,10,CHI,16,59,3.7,1,0,0,0,0,0,0,11.9,11.9
398,Jaylen Warren,PIT,RB,15,CAR,11,38,3.5,1,1,1,11,0,0,0,11.9,11.9
398,Raheem Blackshear,CAR,RB,14,SEA,4,32,8,1,1,1,17,0,0,0,11.9,11.9
398,James Cook,BUF,RB,15,MIA,5,34,6.8,0,3,2,5,1,0,0,11.9,11.9
398,Kenneth Walker III,SEA,RB,15,SF,12,47,3.9,0,5,4,32,0,0,0,11.9,11.9
403,Leonard Fournette,TB,RB,10,SEA,14,57,4.1,1,1,1,1,0,0,0,11.8,11.8
403,Miles Sanders,PHI,RB,13,TEN,10,24,2.4,1,2,2,14,0,0,0,11.8,11.8
403,Saquon Barkley,NYG,RB,2,CAR,21,72,3.4,0,4,3,16,0,0,0,11.8,11.8
403,Joe Mixon,CIN,RB,5,BAL,14,78,5.6,0,3,3,10,0,0,0,11.8,11.8
403,Jerick McKinnon,KC,RB,10,JAX,1,2,2,0,8,6,56,0,0,0,11.8,11.8
408,JaMycal Hasty,JAX,RB,6,IND,3,57,19,1,0,0,0,0,0,0,11.7,11.7
408,Brian Robinson Jr.,WAS,RB,15,NYG,12,89,7.4,0,1,1,18,0,1,0,11.7,11.7
408,Keaontay Ingram,ARI,RB,7,NO,9,14,1.6,1,2,2,23,0,0,0,11.7,11.7
408,Josh Jacobs,LV,RB,9,JAX,17,67,3.9,0,3,3,20,0,0,0,11.7,11.7
408,Rachaad White,TB,RB,14,SF,13,56,4.3,0,5,5,21,0,1,1,11.7,11.7
413,Caleb Huntley,ATL,RB,4,CLE,10,56,5.6,1,0,0,0,0,0,0,11.6,11.6
413,Jamaal Williams,DET,RB,12,BUF,18,66,3.7,1,0,0,0,0,1,1,11.6,11.6
413,Kenneth Gainwell,PHI,RB,12,GB,8,39,4.9,1,1,1,7,0,0,0,11.6,11.6
413,Deon Jackson,IND,RB,15,MIN,13,55,4.2,0,1,1,1,1,1,1,11.6,11.6
413,Miles Sanders,PHI,RB,2,MIN,17,80,4.7,0,3,3,6,0,0,0,11.6,11.6
418,Mike Boone,DEN,RB,5,IND,7,38,5.4,0,3,3,47,0,0,0,11.5,11.5
419,Boston Scott,PHI,RB,18,NYG,9,54,6,1,0,0,0,0,0,0,11.4,11.4
419,Alexander Mattison,MIN,RB,3,DET,7,28,4,1,1,1,16,0,0,0,11.4,11.4
419,Tyler Allgeier,ATL,RB,4,CLE,10,84,8.4,0,1,1,20,0,0,0,11.4,11.4
419,Leonard Fournette,TB,RB,15,CIN,10,44,4.4,0,4,4,30,0,0,0,11.4,11.4
419,James Conner,ARI,RB,9,SEA,7,45,6.4,0,5,5,19,0,0,0,11.4,11.4
419,David Montgomery,CHI,RB,16,BUF,16,62,3.9,0,4,4,22,0,1,1,11.4,11.4
419,Nyheim Hines,IND,RB,1,HOU,3,4,1.3,0,6,6,50,0,1,0,11.4,11.4
426,Khalil Herbert,CHI,RB,1,SF,9,45,5,1,1,1,-2,0,0,0,11.3,11.3
426,Damien Harris,NE,RB,11,NYJ,8,65,8.1,0,2,2,28,0,0,0,11.3,11.3
426,Joe Mixon,CIN,RB,2,DAL,19,57,3,0,4,3,26,0,0,0,11.3,11.3
429,Nick Chubb,CLE,RB,16,NO,24,92,3.8,0,1,1,10,0,0,0,11.2,11.2
429,Kenneth Gainwell,PHI,RB,1,DET,5,20,4,1,4,2,12,0,0,0,11.2,11.2
429,Austin Ekeler,LAC,RB,1,LV,14,36,2.6,0,4,4,36,0,0,0,11.2,11.2
429,Latavius Murray,DEN,RB,17,KC,12,56,4.7,0,6,4,16,0,0,0,11.2,11.2
429,Kareem Hunt,CLE,RB,8,CIN,11,42,3.8,0,4,4,30,0,0,0,11.2,11.2
429,Dare Ogunbowale,HOU,RB,7,LV,1,8,8,0,7,5,54,0,0,0,11.2,11.2
435,Devin Singletary,BUF,RB,13,NE,13,51,3.9,1,2,0,0,0,0,0,11.1,11.1
435,Cam Akers,LAR,RB,3,ARI,12,61,5.1,1,0,0,0,0,1,1,11.1,11.1
435,Khalil Herbert,CHI,RB,4,NYG,19,77,4.1,0,1,1,24,0,0,0,11.1,11.1
435,Breece Hall,NYJ,RB,1,BAL,6,23,3.8,0,9,6,38,0,1,1,11.1,11.1
439,Tyler Allgeier,ATL,RB,7,CIN,16,50,3.1,1,0,0,0,0,0,0,11,11
439,Jeff Wilson Jr.,MIA,RB,16,GB,9,37,4.1,1,2,1,3,0,0,0,11,11
439,Antonio Gibson,WAS,RB,3,PHI,12,38,3.2,1,1,1,2,0,0,0,11,11
439,Najee Harris,PIT,RB,7,MIA,17,65,3.8,0,4,3,15,0,0,0,11,11
439,Melvin Gordon III,DEN,RB,10,TEN,7,24,3.4,0,6,4,46,0,0,0,11,11
439,Leonard Fournette,TB,RB,9,LAR,9,19,2.1,0,7,5,41,0,0,0,11,11
439,Matt Breida,NYG,RB,18,PHI,4,28,7,0,8,7,12,0,0,0,11,11
446,Najee Harris,PIT,RB,12,IND,10,35,3.5,1,1,1,4,0,0,0,10.9,10.9
446,Raheem Mostert,MIA,RB,2,BAL,11,51,4.6,0,3,3,28,0,0,0,10.9,10.9
448,Latavius Murray,DEN,RB,12,CAR,13,92,7.1,0,1,1,6,0,0,0,10.8,10.8
448,Brandon Bolden,LV,RB,1,LAC,3,7,2.3,0,2,2,21,1,0,0,10.8,10.8
450,Darrell Henderson Jr.,LAR,RB,2,ATL,10,47,4.7,1,0,0,0,0,0,0,10.7,10.7
450,Boston Scott,PHI,RB,14,NYG,6,33,5.5,1,1,1,4,0,0,0,10.7,10.7
450,Dalvin Cook,MIN,RB,16,NYG,14,64,4.6,0,4,3,13,0,0,0,10.7,10.7
450,Jaylen Warren,PIT,RB,10,NO,9,37,4.1,0,3,3,40,0,0,0,10.7,10.7
450,James Conner,ARI,RB,4,CAR,15,55,3.7,0,3,3,22,0,0,0,10.7,10.7
455,Najee Harris,PIT,RB,1,CIN,10,23,2.3,0,2,2,3,1,0,0,10.6,10.6
455,Brian Robinson Jr.,WAS,RB,7,GB,20,73,3.6,0,2,2,13,0,0,0,10.6,10.6
455,Dalvin Cook,MIN,RB,4,NO,20,76,3.8,0,2,2,10,0,0,0,10.6,10.6
455,Aaron Jones,GB,RB,1,MIN,5,49,9.8,0,5,3,27,0,0,0,10.6,10.6
455,Jeff Wilson Jr.,MIA,RB,17,NE,15,45,3,0,7,3,31,0,0,0,10.6,10.6
455,Leonard Fournette,TB,RB,14,SF,4,13,3.2,0,7,6,33,0,0,0,10.6,10.6
461,Ronald Jones,KC,RB,18,LV,10,45,4.5,1,0,0,0,0,0,0,10.5,10.5
461,Dontrell Hilliard,TEN,RB,8,HOU,8,83,10.4,0,1,1,12,0,0,0,10.5,10.5
461,Travis Etienne Jr.,JAX,RB,3,LAC,13,45,3.5,0,3,3,30,0,0,0,10.5,10.5
461,Jaylen Warren,PIT,RB,8,PHI,6,50,8.3,0,3,3,25,0,0,0,10.5,10.5
461,Chase Edmonds,MIA,RB,1,NE,12,25,2.1,0,4,4,40,0,0,0,10.5,10.5
466,Joe Mixon,CIN,RB,15,TB,11,21,1.9,0,6,5,33,0,0,0,10.4,10.4
466,Jerick McKinnon,KC,RB,9,TEN,3,4,1.3,0,8,6,40,0,0,0,10.4,10.4
468,Salvon Ahmed,MIA,RB,15,BUF,6,43,7.2,1,0,0,0,0,0,0,10.3,10.3
468,Latavius Murray,DEN,RB,7,NYJ,8,24,3,1,3,2,-1,0,0,0,10.3,10.3
468,Cam Akers,LAR,RB,14,LV,12,42,3.5,1,1,1,1,0,1,1,10.3,10.3
468,Chase Edmonds,DEN,RB,17,KC,7,34,4.9,0,3,3,39,0,0,0,10.3,10.3
468,Travis Etienne Jr.,JAX,RB,10,KC,11,45,4.1,0,3,3,28,0,0,0,10.3,10.3
468,D'Andre Swift,DET,RB,12,BUF,5,19,3.8,0,8,4,24,0,0,0,10.3,10.3
468,Jaylen Warren,PIT,RB,5,BUF,5,24,4.8,0,5,4,39,0,0,0,10.3,10.3
475,Gus Edwards,BAL,RB,12,JAX,16,52,3.2,1,1,0,0,0,1,1,10.2,10.2
475,Darrell Henderson Jr.,LAR,RB,10,ARI,6,21,3.5,1,1,1,11,0,0,0,10.2,10.2
475,Najee Harris,PIT,RB,13,ATL,17,86,5.1,0,1,1,6,0,0,0,10.2,10.2
475,Kyle Juszczyk,SF,FB,13,MIA,1,0,0,0,3,3,12,1,0,0,10.2,10.2
475,DeeJay Dallas,SEA,RB,16,KC,2,10,5,0,6,6,32,0,0,0,10.2,10.2
480,Jamaal Williams,DET,RB,9,GB,24,81,3.4,0,0,0,0,0,0,0,10.1,10.1
480,AJ Dillon,GB,RB,17,MIN,12,41,3.4,1,1,0,0,0,0,0,10.1,10.1
480,Joshua Kelley,LAC,RB,15,TEN,10,24,2.4,1,2,1,7,0,0,0,10.1,10.1
480,Justin Jackson,DET,RB,14,MIN,4,19,4.8,1,1,1,12,0,0,0,10.1,10.1
480,Avery Williams,ATL,RB,5,TB,3,11,3.7,1,2,2,10,0,0,0,10.1,10.1
480,Raheem Mostert,MIA,RB,4,CIN,15,69,4.6,0,3,2,12,0,0,0,10.1,10.1
480,Ezekiel Elliott,DAL,RB,4,WAS,19,49,2.6,0,2,2,32,0,0,0,10.1,10.1
480,Cordarrelle Patterson,ATL,RB,12,WAS,11,52,4.7,0,5,3,19,0,0,0,10.1,10.1
480,Michael Carter,NYJ,RB,8,NE,7,26,3.7,0,7,4,35,0,0,0,10.1,10.1
480,Latavius Murray,DEN,RB,13,BAL,17,47,2.8,0,4,4,14,0,0,0,10.1,10.1
480,Ty Johnson,NYJ,RB,13,MIN,1,3,3,0,7,6,38,0,0,0,10.1,10.1
491,Alexander Mattison,MIN,RB,8,ARI,5,40,8,1,0,0,0,0,0,0,10,10
491,Isiah Pacheco,KC,RB,16,SEA,14,58,4.1,0,2,1,32,0,0,0,10,10
491,Aaron Jones,GB,RB,5,NYG,13,63,4.8,0,3,2,17,0,0,0,10,10
491,Chase Edmonds,MIA,RB,4,CIN,5,6,1.2,0,3,2,14,1,0,0,10,10
491,Devin Singletary,BUF,RB,15,MIA,13,42,3.2,0,4,3,28,0,0,0,10,10
491,Michael Carter,NYJ,RB,2,CLE,7,23,3.3,0,5,5,27,0,0,0,10,10
491,Michael Carter,NYJ,RB,16,JAX,2,6,3,0,5,5,44,0,0,0,10,10
491,Austin Ekeler,LAC,RB,18,DEN,11,34,3.1,0,4,4,36,0,1,1,10,10
491,Aaron Jones,GB,RB,13,CHI,9,26,2.9,0,5,5,24,0,0,0,10,10
491,J.D. McKissic,WAS,RB,3,PHI,3,8,2.7,0,9,6,32,0,0,0,10,10
501,Gus Edwards,BAL,RB,16,ATL,11,99,9,0,0,0,0,0,0,0,9.9,9.9
501,Nick Chubb,CLE,RB,15,BAL,21,99,4.7,0,2,0,0,0,0,0,9.9,9.9
501,Najee Harris,PIT,RB,10,NO,20,99,5,0,1,0,0,0,1,0,9.9,9.9
501,Matt Breida,NYG,RB,11,DET,3,13,4.3,1,1,1,16,0,0,0,9.9,9.9
501,Cordarrelle Patterson,ATL,RB,18,TB,5,18,3.6,1,3,2,1,0,0,0,9.9,9.9
501,Mark Ingram II,NO,RB,13,TB,7,27,3.9,0,5,5,22,0,0,0,9.9,9.9
507,Cordarrelle Patterson,ATL,RB,4,CLE,9,38,4.2,1,0,0,0,0,0,0,9.8,9.8
507,Elijah Mitchell,SF,RB,10,LAC,18,89,4.9,0,2,1,-1,0,0,0,9.8,9.8
507,Alexander Mattison,MIN,RB,13,NYJ,3,14,4.7,1,2,2,4,0,0,0,9.8,9.8
507,Kenneth Gainwell,PHI,RB,16,DAL,4,17,4.2,0,4,4,41,0,0,0,9.8,9.8
507,Rachaad White,TB,RB,17,CAR,11,22,2,0,5,5,26,0,0,0,9.8,9.8
512,Ezekiel Elliott,DAL,RB,17,TEN,19,37,1.9,1,0,0,0,0,0,0,9.7,9.7
512,Reggie Gilliam,BUF,FB,2,TEN,0,0,0,0,3,2,17,1,0,0,9.7,9.7
512,Isiah Pacheco,KC,RB,15,HOU,15,86,5.7,0,1,1,11,0,1,1,9.7,9.7
512,Nick Chubb,CLE,RB,11,BUF,14,19,1.4,0,3,3,48,0,0,0,9.7,9.7
512,Chuba Hubbard,CAR,RB,15,PIT,4,10,2.5,0,3,3,57,0,0,0,9.7,9.7
517,Jerick McKinnon,KC,RB,2,LAC,4,12,3,0,2,2,4,1,0,0,9.6,9.6
517,Dalvin Cook,MIN,RB,14,DET,15,23,1.5,1,2,1,13,0,1,1,9.6,9.6
517,Dalvin Cook,MIN,RB,12,NE,22,42,1.9,0,5,4,14,0,0,0,9.6,9.6
517,Samaje Perine,CIN,RB,5,BAL,3,17,5.7,0,4,4,39,0,0,0,9.6,9.6
521,Jamaal Williams,DET,RB,13,JAX,11,35,3.2,1,0,0,0,0,0,0,9.5,9.5
